id,english_word,word_class,level,verb_transitivity,target_translation,transliteration
9283,to embark (board),verb,c1,transitive,കയറ്റുക / ഉൾക്കൊള്ളിക്കുക,kayaṟṟuka / uḷkkoḷḷikkuka
9284,"to embark (on a project, venture)",verb,c1,intransitive,ആരംഭിക്കുക / തുടങ്ങുക,āraṁbhikkuka / tuṭaṅṅuka
9285,"to embark (on a vehicle, journey)",verb,c1,intransitive,യാത്ര തുടങ്ങുക / വാഹനത്തിൽ കയറുക / പുറപ്പെടുക,yātra tuṭaṅṅuka / vāhanattil kayaṟuka / puṟappeṭuka
9286,to embed (insert digital content),verb,c1,transitive,ഉൾച്ചേർക്കുക / ഉൾപ്പെടുത്തുക,uḷccērkkuka / uḷppeṭuttuka
9287,to embody (to represent a quality),verb,c1,transitive,ഉൾക്കൊള്ളുക / പ്രതിനിധീകരിക്കുക / മൂർത്തീകരിക്കുക,uḷkkoḷḷuka / pratinidhīkarikkuka / mūrttīkarikkuka
9288,to embody (to take physical form),verb,c1,intransitive,മൂർത്തീകരിക്കുക / രൂപം കൊള്ളുക / ആൾരൂപമെടുക്കുക,mūrttīkarikkuka / rūpaṁ koḷḷuka / āḷrūpameṭukkuka
9289,to empower (authorize legally),verb,c1,transitive,അധികാരം നൽകുക / ശാക്തീകരിക്കുക / അധികാരപ്പെടുത്തുക,adhikāraṁ nalkuka / śāktīkarikkuka / adhikārappeṭuttuka
9290,to enact (a law),verb,c1,transitive,നിയമമാക്കുക / നടപ്പിലാക്കുക / പ്രബല്യത്തിൽ വരുത്തുക,niyamamākkuka / naṭappilākkuka / prabalyattil varuttuka
9291,"to enact (a scene, role)",verb,c1,transitive,അഭിനയിക്കുക / അവതരിപ്പിക്കുക,abhinayikkuka / avatarippikkuka
9292,"to encompass (scope, comprehensiveness)",verb,c1,transitive,ഉൾക്കൊള്ളുക / വ്യാപ്തിയിലാക്കുക / ചുറ്റുമെടുക്കുക,uḷkkoḷḷuka / vyāptiyilākkuka / cuṟṟumeṭukkuka
9293,to endorse (formally approve),verb,c1,transitive,അംഗീകരിക്കുക / പിന്താങ്ങുക / ഔദ്യോഗികമായി അംഗീകാരം നൽകുക,aṁgīkarikkuka / pintāṅṅuka / audyōgikamāyi aṁgīkāraṁ nalkuka
9294,"to endorse (to publicly support a product, candidate)",verb,c1,transitive,പിന്തുണയ്ക്കുക / പിന്താങ്ങുക / പരസ്യമായി അംഗീകരിക്കുക,pintuṇaykkuka / pintāṅṅuka / parasyamāyi aṁgīkarikkuka
9295,to endure (to last or survive),verb,c1,intransitive,നിലനിൽക്കുക / അതിജീവിക്കുക,nilanilkkuka / atijīvikkuka
9296,to enforce,verb,c1,transitive,നടപ്പിലാക്കുക / നിർബന്ധമാക്കുക / പ്രാവർത്തികമാക്കുക,naṭappilākkuka / nirbandhamākkuka / prāvarttikamākkuka
9297,to enquire (to ask for information),verb,c1,transitive,അന്വേഷിക്കുക / ചോദിക്കുക / വിവരങ്ങൾ തിരക്കുക,anvēṣikkuka / cōdikkuka / vivaraṅṅaḷ tirakkuka
9298,to enquire (to investigate),verb,c1,transitive,അന്വേഷിക്കുക / പരിശോധിക്കുക,anvēṣikkuka / pariśōdhikkuka
9299,to enrich (financially or physically),verb,c1,transitive,സമ്പന്നമാക്കുക / മെച്ചപ്പെടുത്തുക / പോഷിപ്പിക്കുക,sampannamākkuka / meccappeṭuttuka / pōṣippikkuka
9300,to enrich (improve quality or value),verb,c1,transitive,സമ്പന്നമാക്കുക / മെച്ചപ്പെടുത്തുക / മൂല്യം വർദ്ധിപ്പിക്കുക,sampannamākkuka / meccappeṭuttuka / mūlyaṁ varddhippikkuka
9301,to enrol (oneself),verb,c1,intransitive,പേര് ചേർക്കുക / ചേരുക / അംഗത്വം എടുക്കുക,pēr cērkkuka / cēruka / aṁgatvaṁ eṭukkuka
9302,to enrol (register someone),verb,c1,transitive,പേര് ചേർക്കുക / ചേർക്കുക / രജിസ്റ്റർ ചെയ്യുക,pēr cērkkuka / cērkkuka / rajisṟṟar ceyyuka
9303,to ensue,verb,c1,intransitive,സംഭവിക്കുക / ഉണ്ടാകുക / പിന്നാലെ വരിക,saṁbhavikkuka / uṇṭākuka / pinnāle varika
9304,to entitle (to give a right or claim),verb,c1,transitive,അവകാശം നൽകുക / അർഹത നൽകുക,avakāśaṁ nalkuka / arhata nalkuka
9305,to entitle (to name a document or work),verb,c1,transitive,പേരിടുക / തലക്കെട്ട് നൽകുക,pēriṭuka / talakkeṭṭ nalkuka
9306,to erect (a building or monument),verb,c1,transitive,നിർമ്മിക്കുക / പണിയുക / സ്ഥാപിക്കുക,nirmmikkuka / paṇiyuka / sthāpikkuka
9307,to erect (to set upright or raise),verb,c1,transitive,ഉയർത്തുക / നിവർത്തുക / സ്ഥാപിക്കുക,uyarttuka / nivarttuka / sthāpikkuka
9308,"to escalate (intransitive, situation worsening)",verb,c1,intransitive,വഷളാവുക / രൂക്ഷമാവുക / വർദ്ധിക്കുക,vaṣaḷāvuka / rūkṣamāvuka / varddhikkuka
9309,"to escalate (transitive, to intensify)",verb,c1,transitive,രൂക്ഷമാക്കുക / തീവ്രമാക്കുക / വർദ്ധിപ്പിക്കുക,rūkṣamākkuka / tīvramākkuka / varddhippikkuka
9310,"to evacuate (bowels, stomach contents)",verb,c1,transitive,മലവിസർജ്ജനം ചെയ്യുക / ഛർദ്ദിക്കുക / പുറന്തള്ളുക,malavisarjjanaṁ ceyyuka / charddikkuka / puṟantaḷḷuka
9311,to evacuate (people from a dangerous place),verb,c1,transitive,ഒഴിപ്പിക്കുക / മാറ്റിപ്പാർപ്പിക്കുക,oḻippikkuka / māṟṟippārppikkuka
9312,to evoke (a reaction or response),verb,c1,transitive,ഉണർത്തുക / ഉണ്ടാക്കുക / പ്രേരിപ്പിക്കുക,uṇarttuka / uṇṭākkuka / prērippikkuka
9313,to evoke (memory or feeling),verb,c1,transitive,ഓർമ്മിപ്പിക്കുക / ഉണർത്തുക / മനസ്സിൽ കൊണ്ടുവരിക,ōrmmippikkuka / uṇarttuka / manassil koṇṭuvarika
9314,to exaggerate,verb,c1,transitive,അതിശയോക്തി പറയുക / പെരുപ്പിച്ച് പറയുക / വലുതാക്കി പറയുക,atiśayōkti paṟayuka / peruppicc paṟayuka / valutākki paṟayuka
9315,to execute (a document or contract),verb,c1,transitive,നടപ്പിലാക്കുക / ഒപ്പിടുക / പൂർത്തിയാക്കുക,naṭappilākkuka / oppiṭuka / pūrttiyākkuka
9316,to execute (a document),verb,c1,transitive,നടപ്പിലാക്കുക / ഒപ്പിടുക / പൂർത്തിയാക്കുക,naṭappilākkuka / oppiṭuka / pūrttiyākkuka
9317,"to execute (a person, legally)",verb,c1,transitive,വധിക്കുക / തൂക്കിലേറ്റുക,vadhikkuka / tūkkilēṟṟuka
9318,to exert (force or influence),verb,c1,transitive,പ്രയോഗിക്കുക / ചെലുത്തുക / ഉപയോഗിക്കുക,prayōgikkuka / celuttuka / upayōgikkuka
9319,to exert (make a great effort),verb,c1,intransitive,പരിശ്രമിക്കുക / ആയാസപ്പെടുക / കഠിനാധ്വാനം ചെയ്യുക,pariśramikkuka / āyāsappeṭuka / kaṭhinādhvānaṁ ceyyuka
9320,to exit (a software program),verb,c1,intransitive,പുറത്തുകടക്കുക / നിർത്തുക / ക്ലോസ് ചെയ്യുക,puṟattukaṭakkuka / nirttuka / klōs ceyyuka
9321,to exit (to withdraw from an agreement),verb,c1,intransitive,പിന്മാറുക / ഒഴിവാകുക / കരാറിൽ നിന്ന് പുറത്തുകടക്കുക,pinmāṟuka / oḻivākuka / karāṟil ninn puṟattukaṭakkuka
9322,to expire (to die),verb,c1,intransitive,മരിക്കുക / കാലം ചെയ്യുക / ജീവൻ വെടിയുക,marikkuka / kālaṁ ceyyuka / jīvan veṭiyuka
9323,to expire (validity period),verb,c1,intransitive,കാലാവധി തീരുക / തീരുക / കാലഹരണപ്പെടുക,kālāvadhi tīruka / tīruka / kālaharaṇappeṭuka
9324,"to extract (information, data)",verb,c1,transitive,ശേഖരിക്കുക / എടുക്കുക / വേർതിരിച്ചെടുക്കുക,śēkharikkuka / eṭukkuka / vērtiricceṭukkuka
9325,"to extract (substance, physical item)",verb,c1,transitive,എടുക്കുക / വേർതിരിച്ചെടുക്കുക / ഊറ്റിയെടുക്കുക,eṭukkuka / vērtiricceṭukkuka / ūṟṟiyeṭukkuka
9326,"to facilitate (a discussion, workshop)",verb,c1,transitive,സഹായിക്കുക / സൗകര്യമൊരുക്കുക / ഏകോപിപ്പിക്കുക,sahāyikkuka / saukaryamorukkuka / ēkōpippikkuka
9327,to facilitate (to make easier),verb,c1,transitive,എളുപ്പമാക്കുക / സൗകര്യപ്പെടുത്തുക / സഹായിക്കുക,eḷuppamākkuka / saukaryappeṭuttuka / sahāyikkuka
9328,"to fade (away, diminish)",verb,c1,intransitive,മങ്ങുക / ക്ഷയിക്കുക / കുറയുക,maṅṅuka / kṣayikkuka / kuṟayuka
9329,to fade (color),verb,c1,intransitive,നിറം മങ്ങുക / നിറം കെടുക,niṟaṁ maṅṅuka / niṟaṁ keṭuka
9330,"to filter (information, data, or noise)",verb,c1,transitive,ഫിൽട്ടർ ചെയ്യുക / അരിച്ചെടുക്കുക / വേർതിരിക്കുക,philṭṭar ceyyuka / aricceṭukkuka / vērtirikkuka
9331,to filter (liquid or physical substances),verb,c1,transitive,അരിക്കുക / ശുദ്ധീകരിക്കുക,arikkuka / śuddhīkarikkuka
9332,to fine,verb,c1,transitive,പിഴ ചുമത്തുക / പിഴയിടുക,piḻa cumattuka / piḻayiṭuka
9333,to flee (run away immediately),verb,c1,intransitive,ഓടിപ്പോകുക / രക്ഷപ്പെടുക / പലായനം ചെയ്യുക,ōṭippōkuka / rakṣappeṭuka / palāyanaṁ ceyyuka
9334,"to flee (to make an escape, retreat)",verb,c1,intransitive,രക്ഷപ്പെടുക / പിൻവാങ്ങുക / പലായനം ചെയ്യുക,rakṣappeṭuka / pinvāṅṅuka / palāyanaṁ ceyyuka
9335,"to flourish (to thrive, prosper)",verb,c1,intransitive,വളരുക / പുഷ്ടിപ്പെടുക / ശോഭിക്കുക,vaḷaruka / puṣṭippeṭuka / śōbhikkuka
9336,to flourish (to wave dramatically),verb,c1,transitive,വീശുക / ആട്ടുക,vīśuka / āṭṭuka
9337,"to forge (a lie, falsify)",verb,c1,transitive,വ്യാജമാക്കുക / കെട്ടിച്ചമയ്ക്കുക / കൃത്രിമം കാണിക്കുക,vyājamākkuka / keṭṭiccamaykkuka / kr̥trimaṁ kāṇikkuka
9338,"to forge (a relationship, path)",verb,c1,transitive,രൂപീകരിക്കുക / ഉണ്ടാക്കുക / കെട്ടിപ്പടുക്കുക,rūpīkarikkuka / uṇṭākkuka / keṭṭippaṭukkuka
9339,to forge (develop or create abstractly),verb,c1,transitive,രൂപീകരിക്കുക / വികസിപ്പിക്കുക / സൃഷ്ടിക്കുക,rūpīkarikkuka / vikasippikkuka / sr̥ṣṭikkuka
9340,to forge (imitate fraudulently),verb,c1,transitive,വ്യാജമായി നിർമ്മിക്കുക / വ്യാജ ഒപ്പിടുക,vyājamāyi nirmmikkuka / vyāja oppiṭuka
9341,to forge (metalworking),verb,c1,transitive,അടിച്ച് രൂപപ്പെടുത്തുക / പണിയുക,aṭicc rūpappeṭuttuka / paṇiyuka
9342,to formulate (a plan or policy),verb,c1,transitive,രൂപീകരിക്കുക / ആവിഷ്കരിക്കുക / തയ്യാറാക്കുക,rūpīkarikkuka / āviṣkarikkuka / tayyāṟākkuka
9343,to formulate (a thought or concept precisely),verb,c1,transitive,രൂപപ്പെടുത്തുക / വ്യക്തമാക്കുക / പ്രകടിപ്പിക്കുക,rūpappeṭuttuka / vyaktamākkuka / prakaṭippikkuka
9344,to formulate (express precisely),verb,c1,transitive,വ്യക്തമാക്കുക / രൂപപ്പെടുത്തുക / പ്രകടിപ്പിക്കുക,vyaktamākkuka / rūpappeṭuttuka / prakaṭippikkuka
9345,"to foster (promote, encourage)",verb,c1,transitive,പ്രോത്സാഹിപ്പിക്കുക / വളർത്തുക / പരിപോഷിപ്പിക്കുക,prōtsāhippikkuka / vaḷarttuka / paripōṣippikkuka
9346,to foster (rear a child),verb,c1,transitive,വളർത്തുക / പരിപാലിക്കുക,vaḷarttuka / paripālikkuka
9347,to gaze (to look fixedly or steadily),verb,c1,intransitive,ഉറ്റുനോക്കുക / നോക്കിനിൽക്കുക,uṟṟunōkkuka / nōkkinilkkuka
9348,to gaze (with wonder or contemplation),verb,c1,intransitive,നോക്കിനിൽക്കുക / ഉറ്റുനോക്കുക / അത്ഭുതത്തോടെ നോക്കുക,nōkkinilkkuka / uṟṟunōkkuka / atbhutattōṭe nōkkuka
9349,to glance (deflect off a surface),verb,c1,intransitive,തട്ടിത്തെറിക്കുക / തട്ടിമാറുക,taṭṭitteṟikkuka / taṭṭimāṟuka
