english_word,word_class,malayalam_translation,transliteration,verb_transitivity,level
contender,noun,മത്സരാർത്ഥി / എതിരാളി / സ്ഥാനാർത്ഥി,matsarārtthi / etirāḷi / sthānārtthi,,c1
content,adjective,സംതൃപ്തൻ / സന്തോഷവാൻ / തൃപ്തൻ,saṁtr̥ptan / santōṣavān / tr̥ptan,,c1
contention (a specific claim or assertion),noun,വാദം / നിലപാട് / അവകാശവാദം,vādaṁ / nilapāṭ / avakāśavādaṁ,,c1
contention (dispute or conflict),noun,തർക്കം / വാഗ്വാദം / കലഹം,tarkkaṁ / vāgvādaṁ / kalahaṁ,,c1
continually (repeatedly),adverb,ആവർത്തിച്ച് / തുടർച്ചയായി,āvartticc / tuṭarccayāyi,,c1
continually (without interruption),adverb,നിരന്തരം / തുടർച്ചയായി / ഇടതടവില്ലാതെ,nirantaraṁ / tuṭarccayāyi / iṭataṭavillāte,,c1
contractor,noun,കരാറുകാരൻ / കോൺട്രാക്ടർ,karāṟukāran / kōṇṭrākṭar,,c1
"contradiction (act of denial, refutation)",noun,നിഷേധം / വിപരീതവാദം / വൈരുദ്ധ്യം,niṣēdhaṁ / viparītavādaṁ / vairuddhyaṁ,,c1
contrary,noun,വിപരീതം / നേർവിപരീതം,viparītaṁ / nērviparītaṁ,,c1
contrary (stubbornly difficult),adjective,വാശിയുള്ള / ദുർവാശിയുള്ള / വിപരീത സ്വഭാവമുള്ള,vāśiyuḷḷa / durvāśiyuḷḷa / viparīta svabhāvamuḷḷa,,c1
"contributor (financial, effort donor)",noun,സംഭാവന ചെയ്യുന്നയാൾ / ദാതാവ് / പങ്കാളി,saṁbhāvana ceyyunnayāḷ / dātāv / paṅkāḷi,,c1
contributor (writer for publication),noun,ലേഖകൻ / എഴുത്തുകാരൻ / സംഭാവന ചെയ്യുന്നയാൾ,lēkhakan / eḻuttukāran / saṁbhāvana ceyyunnayāḷ,,c1
"conversion (general, technical change)",noun,മാറ്റം / രൂപമാറ്റം / പരിവർത്തനം,māṟṟaṁ / rūpamāṟṟaṁ / parivarttanaṁ,,c1
conversion (religious),noun,മതപരിവർത്തനം / മതംമാറ്റം,mataparivarttanaṁ / mataṁmāṟṟaṁ,,c1
conviction (legal verdict),noun,ശിക്ഷാവിധി / കുറ്റക്കാരനാണെന്ന് കണ്ടെത്തൽ,śikṣāvidhi / kuṟṟakkāranāṇenn kaṇṭettal,,c1
conviction (strong belief),noun,ദൃഢവിശ്വാസം / ഉറച്ച വിശ്വാസം / ബോധ്യം,dr̥ḍhaviśvāsaṁ / uṟacca viśvāsaṁ / bōdhyaṁ,,c1
cooperative (institutional),adjective,സഹകരണ,sahakaraṇa,,c1
cooperative (willing to help),adjective,സഹകരിക്കുന്ന / സഹായമനസ്കനായ / ഒത്തുതീർപ്പുള്ള,sahakarikkunna / sahāyamanaskanāya / ottutīrppuḷḷa,,c1
coordination (organizational planning),noun,ഏകോപനം / സഹകരണം / ക്രമീകരണം,ēkōpanaṁ / sahakaraṇaṁ / kramīkaraṇaṁ,,c1
coordination (physical ability),noun,ഏകോപനം / ശാരീരിക ഏകോപനം / താളം,ēkōpanaṁ / śārīrika ēkōpanaṁ / tāḷaṁ,,c1
"coordinator (grammatical, linguistic term)",noun,ഏകോപകം,ēkōpakaṁ,,c1
copper,noun,ചെമ്പ്,cemp,,c1
copyright,noun,പകർപ്പവകാശം,pakarppavakāśaṁ,,c1
correction (financial market reversal),noun,തിരുത്തൽ / വില തിരുത്തൽ,tiruttal / vila tiruttal,,c1
correlation,noun,പരസ്പരബന്ധം / സഹബന്ധം,parasparabandhaṁ / sahabandhaṁ,,c1
correspondence (agreement or conformity),noun,യോജിപ്പ് / അനുരൂപത / സാമ്യം,yōjipp / anurūpata / sāmyaṁ,,c1
"correspondence (communication via letters, email)",noun,കത്തിടപാടുകൾ / ആശയവിനിമയം,kattiṭapāṭukaḷ / āśayavinimayaṁ,,c1
correspondent (letter writer),noun,ലേഖകൻ / കത്തെഴുതുന്നയാൾ,lēkhakan / katteḻutunnayāḷ,,c1
"correspondent (news, reporting)",noun,വാർത്താ ലേഖകൻ / ലേഖകൻ / പ്രതിനിധി,vārttā lēkhakan / lēkhakan / pratinidhi,,c1
corresponding (relevant or pertaining to),adjective,അനുബന്ധമായ / ബന്ധപ്പെട്ട / തത്തുല്യമായ,anubandhamāya / bandhappeṭṭa / tattulyamāya,,c1
"corrupt (data, file)",adjective,കേടായ / തകരാറിലായ / ദുഷിപ്പിച്ച,kēṭāya / takarāṟilāya / duṣippicca,,c1
"corrupt (morally, ethically)",adjective,ദുഷിച്ച / അഴിമതിക്കാരനായ / സദാചാരമില്ലാത്ത,duṣicca / aḻimatikkāranāya / sadācāramillātta,,c1
corruption (moral or societal decay),noun,അഴിമതി / ദുഷിച്ച അവസ്ഥ / സദാചാരമില്ലായ്മ,aḻimati / duṣicca avastha / sadācāramillāyma,,c1
costly (resulting in great loss),adjective,നഷ്ടകരമായ / വലിയ നഷ്ടമുണ്ടാക്കുന്ന,naṣṭakaramāya / valiya naṣṭamuṇṭākkunna,,c1
councillor,noun,കൗൺസിലർ / സമിതി അംഗം,kauṇsilar / samiti aṁgaṁ,,c1
counselling,noun,കൗൺസിലിംഗ് / ഉപദേശം / മാർഗ്ഗനിർദ്ദേശം,kauṇsiliṁg / upadēśaṁ / mārgganirddēśaṁ,,c1
"counsellor (diplomatic, legal)",noun,ഉപദേഷ്ടാവ് / നിയമോപദേഷ്ടാവ്,upadēṣṭāv / niyamōpadēṣṭāv,,c1
counsellor (guidance),noun,കൗൺസിലർ / ഉപദേഷ്ടാവ് / മാർഗ്ഗദർശി,kauṇsilar / upadēṣṭāv / mārggadarśi,,c1
counterpart,noun,തത്തുല്യൻ / സമാന പദവിയിലുള്ളയാൾ,tattulyan / samāna padaviyiluḷḷayāḷ,,c1
countless,adjective,എണ്ണമറ്റ / അസംഖ്യം / അനവധി,eṇṇamaṟṟa / asaṁkhyaṁ / anavadhi,,c1
coup (political power seizure),noun,അട്ടിമറി / സൈനിക അട്ടിമറി,aṭṭimaṟi / sainika aṭṭimaṟi,,c1
coup (successful achievement),noun,നേട്ടം / വിജയം / വലിയ നേട്ടം,nēṭṭaṁ / vijayaṁ / valiya nēṭṭaṁ,,c1
coup (sudden takeover),noun,പിടിച്ചെടുക്കൽ / അട്ടിമറി,piṭicceṭukkal / aṭṭimaṟi,,c1
courtesy (favor or free grant),noun,സൗജന്യം / ഔദാര്യം / ദയ,saujanyaṁ / audāryaṁ / daya,,c1
CPU,noun,സിപിയു,sipiyu,,c1
Creator (Brahma),noun,ബ്രഹ്മാവ് / സ്രഷ്ടാവ് / വിധാതാവ്,brahmāv / sraṣṭāv / vidhātāv,,c1
creator (divine being),noun,സ്രഷ്ടാവ് / സൃഷ്ടികർത്താവ് / വിധാതാവ്,sraṣṭāv / sr̥ṣṭikarttāv / vidhātāv,,c1
credibility,noun,വിശ്വാസ്യത / വിശ്വസനീയത,viśvāsyata / viśvasanīyata,,c1
credible,adjective,വിശ്വസനീയമായ / വിശ്വാസയോഗ്യമായ,viśvasanīyamāya / viśvāsayōgyamāya,,c1
critique,noun,വിമർശനം / നിരൂപണം,vimarśanaṁ / nirūpaṇaṁ,,c1
crown (dental cap),noun,ക്രൗൺ / പല്ലിന്റെ കവചം,krauṇ / pallinṟe kavacaṁ,,c1
"crown (monarchy, sovereignty)",noun,കിരീടം / രാജത്വം / ഭരണാധികാരം,kirīṭaṁ / rājatvaṁ / bharaṇādhikāraṁ,,c1
crown (top part),noun,മുകൾഭാഗം / ഉച്ചി / ശിഖരം,mukaḷbhāgaṁ / ucci / śikharaṁ,,c1
crude (rudimentary),adjective,പ്രാകൃതമായ / അവികസിതമായ,prākr̥tamāya / avikasitamāya,,c1
crude (unrefined),adjective,അസംസ്കൃതമായ / സംസ്കരിക്കാത്ത / പരുക്കൻ,asaṁskr̥tamāya / saṁskarikkātta / parukkan,,c1
crude (vulgar),adjective,അശ്ലീലമായ / പരുക്കൻ / സംസ്കാരമില്ലാത്ത,aślīlamāya / parukkan / saṁskāramillātta,,c1
"crystal (mineral, material)",noun,ക്രിസ്റ്റൽ / സ്ഫടികം,krisṟṟal / sphaṭikaṁ,,c1
"crystal (watch face, lens)",noun,ഗ്ലാസ് / സ്ഫടികം / വാച്ച് ഗ്ലാസ്,glās / sphaṭikaṁ / vācc glās,,c1
cult (having a devoted following),adjective,ആരാധകരുള്ള / ഭക്തരുള്ള,ārādhakaruḷḷa / bhaktaruḷḷa,,c1
cult (of personality or devotion),noun,കൾട്ട് / ആരാധനാസമ്പ്രദായം / ഭക്തിപ്രസ്ഥാനം,kaḷṭṭ / ārādhanāsampradāyaṁ / bhaktiprasthānaṁ,,c1
cult (relating to a dangerous sect),adjective,മതഭ്രാന്തമായ / വിഭാഗീയമായ / കൾട്ട്,matabhrāntamāya / vibhāgīyamāya / kaḷṭṭ,,c1
"curiosity (desire to know, inquire)",noun,കൗതുകം / ജിജ്ഞാസ,kautukaṁ / jijñāsa,,c1
"curiosity (strange object, rarity)",noun,കൗതുകവസ്തു / അപൂർവ്വവസ്തു / വിചിത്രവസ്തു,kautukavastu / apūrvvavastu / vicitravastu,,c1
"custody (care, guardianship)",noun,സംരക്ഷണം / രക്ഷാകർതൃത്വം,saṁrakṣaṇaṁ / rakṣākartr̥tvaṁ,,c1
custody (detention by police),noun,കസ്റ്റഡി / തടങ്കൽ / പോലീസ് കസ്റ്റഡി,kasṟṟaḍi / taṭaṅkal / pōlīs kasṟṟaḍi,,c1
custody (legal care),noun,നിയമപരമായ സംരക്ഷണം / നിയമപരമായ രക്ഷാകർതൃത്വം,niyamaparamāya saṁrakṣaṇaṁ / niyamaparamāya rakṣākartr̥tvaṁ,,c1
custody (legal guardianship),noun,നിയമപരമായ രക്ഷാകർതൃത്വം / നിയമപരമായ സംരക്ഷണം,niyamaparamāya rakṣākartr̥tvaṁ / niyamaparamāya saṁrakṣaṇaṁ,,c1
"cutting (newspaper clipping, excerpt)",noun,പത്രവാർത്താ കട്ടിംഗ് / ലേഖനഭാഗം,patravārttā kaṭṭiṁg / lēkhanabhāgaṁ,,c1
cutting (plant piece for propagation),noun,തണ്ട് / നടാൻ ഉപയോഗിക്കുന്ന തണ്ട്,taṇṭ / naṭān upayōgikkunna taṇṭ,,c1
cutting (plant piece),noun,തണ്ട് / കമ്പ്,taṇṭ / kamp,,c1
cutting (the act of severing),noun,മുറിക്കൽ / ഛേദിക്കൽ,muṟikkal / chēdikkal,,c1
cynical (distrustful),adjective,സംശയമുള്ള / അവിശ്വാസമുള്ള,saṁśayamuḷḷa / aviśvāsamuḷḷa,,c1
cynical (scornfully pessimistic),adjective,നിന്ദാപരമായ / നിരാശാപരമായ,nindāparamāya / nirāśāparamāya,,c1
"daily ritual, routine",noun,ദിനചര്യ / പതിവ്,dinacarya / pativ,,c1
dam (mother of an animal),noun,തള്ള / മാതാവ്,taḷḷa / mātāv,,c1
damaging (reputational),adjective,അപകീർത്തികരമായ / മാനഹാനികരമായ,apakīrttikaramāya / mānahānikaramāya,,c1
data mining,noun,ഡാറ്റാ മൈനിംഗ് / വിവര ഖനനം,ḍāṟṟā mainiṁg / vivara khananaṁ,,c1
data processing,noun,ഡാറ്റാ പ്രോസസ്സിംഗ് / വിവര സംസ്കരണം,ḍāṟṟā prōsassiṁg / vivara saṁskaraṇaṁ,,c1
dawn (beginning of an era),noun,ഉദയം / ആരംഭം,udayaṁ / āraṁbhaṁ,,c1
debris,noun,അവശിഷ്ടങ്ങൾ / ചിതറിയ ഭാഗങ്ങൾ,avaśiṣṭaṅṅaḷ / citaṟiya bhāgaṅṅaḷ,,c1
debut,noun,അരങ്ങേറ്റം / തുടക്കം / ഡെബ്യൂ,araṅṅēṟṟaṁ / tuṭakkaṁ / ḍebyū,,c1
"debut (formal, classical dance)",noun,അരങ്ങേറ്റം,araṅṅēṟṟaṁ,,c1
"debut (formal, classical)",noun,അരങ്ങേറ്റം,araṅṅēṟṟaṁ,,c1
debut (loanword),noun,ഡെബ്യൂ,ḍebyū,,c1
decision-making,noun,തീരുമാനമെടുക്കൽ / തീരുമാനം കൈക്കൊള്ളൽ,tīrumānameṭukkal / tīrumānaṁ kaikkoḷḷal,,c1
"decisive (crucial factor, outcome)",adjective,നിർണ്ണായകമായ / പ്രധാനപ്പെട്ട,nirṇṇāyakamāya / pradhānappeṭṭa,,c1
"decisive (firm, determined person)",adjective,ദൃഢമായ / നിശ്ചയദാർഢ്യമുള്ള,dr̥ḍhamāya / niścayadārḍhyamuḷḷa,,c1
declaration (proclamation),noun,പ്രഖ്യാപനം / വിളംബരം,prakhyāpanaṁ / viḷaṁbaraṁ,,c1
declaration (submission of records),noun,സമർപ്പണം / വെളിപ്പെടുത്തൽ,samarppaṇaṁ / veḷippeṭuttal,,c1
dedicated (committed),adjective,അർപ്പണബോധമുള്ള / പ്രതിബദ്ധതയുള്ള,arppaṇabōdhamuḷḷa / pratibaddhatayuḷḷa,,c1
"dedicated (purpose-built, reserved)",adjective,പ്രത്യേക ആവശ്യങ്ങൾക്കുള്ള / നീക്കിവെച്ച,pratyēka āvaśyaṅṅaḷkkuḷḷa / nīkkivecca,,c1
"dedication (commitment, devotion)",noun,അർപ്പണം / പ്രതിബദ്ധത,arppaṇaṁ / pratibaddhata,,c1
dedication (formal inscription or ceremony),noun,സമർപ്പണം / പ്രതിഷ്ഠ,samarppaṇaṁ / pratiṣṭha,,c1
deed (action),noun,പ്രവൃത്തി / കർമ്മം,pravr̥tti / karmmaṁ,,c1
deed (legal document),noun,ആധാരം / രേഖ,ādhāraṁ / rēkha,,c1
default (failure to fulfill obligation),noun,വീഴ്ച / കടംവീഴ്ച / നിവൃത്തികേട്,vīḻca / kaṭaṁvīḻca / nivr̥ttikēṭ,,c1
default (preselected setting),noun,സ്വതവേയുള്ള ക്രമീകരണം / സ്ഥിരമായ ക്രമീകരണം / ഡിഫോൾട്ട്,svatavēyuḷḷa kramīkaraṇaṁ / sthiramāya kramīkaraṇaṁ / ḍiphōḷṭṭ,,c1
defect (act of desertion),noun,കൂറുമാറ്റം / പക്ഷാന്തരം,kūṟumāṟṟaṁ / pakṣāntaraṁ,,c1
defensive (reaction to criticism),adjective,പ്രതിരോധപരമായ / സ്വയം ന്യായീകരിക്കുന്ന,pratirōdhaparamāya / svayaṁ nyāyīkarikkunna,,c1
"defensive (strategy, protection)",adjective,പ്രതിരോധപരമായ / സംരക്ഷണപരമായ,pratirōdhaparamāya / saṁrakṣaṇaparamāya,,c1
deficiency (flaw or defect),noun,കുറവ് / ന്യൂനത / അപര്യാപ്തത,kuṟav / nyūnata / aparyāptata,,c1
deficit,noun,കമ്മി / കുറവ്,kammi / kuṟav,,c1
delegation (act of assigning responsibility),noun,ചുമതലപ്പെടുത്തൽ / അധികാരം കൈമാറ്റം / ഭരമേൽപ്പിക്കൽ,cumatalappeṭuttal / adhikāraṁ kaimāṟṟaṁ / bharamēlppikkal,,c1
delegation (group of representatives),noun,പ്രതിനിധി സംഘം / സംഘം,pratinidhi saṁghaṁ / saṁghaṁ,,c1
delicate (fragile or dainty),adjective,അതിലോലമായ / ലോലമായ / സൂക്ഷ്മമായ,atilōlamāya / lōlamāya / sūkṣmamāya,,c1
delicate (sensitive situation),adjective,അതിലോലമായ / സൂക്ഷ്മമായ,atilōlamāya / sūkṣmamāya,,c1
demon (person skilled at something),noun,അതിവിദഗ്ദ്ധൻ / മിടുക്കൻ,atividagddhan / miṭukkan,,c1
denial (psychological state),noun,നിഷേധം / യാഥാർത്ഥ്യം അംഗീകരിക്കാതിരിക്കൽ,niṣēdhaṁ / yāthārtthyaṁ aṁgīkarikkātirikkal,,c1
