english_word,word_class,kannada_translation,transliteration,verb_transitivity,level
to sue (for peace or mercy),verb,ಅರಿಕೆಮಾಡು / ಬೇಡಿಕೊ / ಪ್ರಾರ್ಥಿಸು,arikemāḍu / bēḍiko / prārthisu,intransitive,a2
to supervise (academics),verb,ಮಾರ್ಗದರ್ಶನ ಮಾಡು / ಮೇಲ್ವಿಚಾರಣೆ ಮಾಡು,mārgadarśana māḍu / mēlvicāraṇe māḍu,transitive,a2
to supplement (income or resources),verb,ಪೂರೈಸು / ಹೆಚ್ಚಿಸು / ಸೇರಿಸು,pūraisu / heccisu / sērisu,transitive,a2
"to suppress (a rebellion, protest)",verb,ಹತ್ತಿಕ್ಕಿ ಹಾಕು / ಅಡಗಿಸು / ನಿಗ್ರಹಿಸು,hattikki hāku / aḍagisu / nigrahisu,transitive,a2
"to suppress (feelings, memories)",verb,ನಿಗ್ರಹಿಸು / ಅಡಗಿಸು / ಹತ್ತಿಕ್ಕಿಡು,nigrahisu / aḍagisu / hattikkiḍu,transitive,a2
to surge (emotionally),verb,ಉಕ್ಕಿಬರು / ತುಂಬಿಬರು / ಭುಗಿಲೆಳು,ukkibaru / tuṁbibaru / bhugileḷu,intransitive,a2
"to surge (forward, emotionally)",verb,ಮುನ್ನುಗ್ಗು / ಧಾವಿಸು / ಮುಂದುವರಿ,munnuggu / dhāvisu / muṁduvari,intransitive,a2
"to surge (prices, numbers)",verb,ತೀವ್ರವಾಗಿ ಏರು / ಹೆಚ್ಚಾಗು / ಉಲ್ಬಣಿಸು,tīvravāgi ēru / heccāgu / ulbaṇisu,intransitive,a2
to surrender (to authority),verb,ಶರಣಾಗು / ಒಪ್ಪಿಸಿಕೋ / ವಶವಾಗು,śaraṇāgu / oppisikō / vaśavāgu,intransitive,a2
to surrender (to give up a right),verb,ಬಿಟ್ಟುಕೊಡು / ಹಸ್ತಾಂತರಿಸು / ತ್ಯಜಿಸು,biṭṭukoḍu / hastāṁtarisu / tyajisu,transitive,a2
"to sustain (maintain, continue)",verb,ಮುಂದುವರಿಸು / ಕಾಯ್ದುಕೋ / ನಿಭಾಯಿಸು,muṁduvarisu / kāydukō / nibhāyisu,transitive,a2
"to sustain (provide support, nourish)",verb,ಪೋಷಿಸು / ಬೆಂಬಲಿಸು,pōṣisu / beṁbalisu,transitive,a2
"to sustain (suffer an injury, loss)",verb,ಅನುಭವಿಸು / ಹೊಂದಿಸಿಕೋ,anubhavisu / hoṁdisikō,transitive,a2
"to swing (a bat, arm, or object)",verb,ಬೀಸು / ತಿರುಗಿಸು,bīsu / tirugisu,transitive,a2
"to swing (an election, a decision)",verb,ಬದಲಾಯಿಸು / ಪ್ರಭಾವ ಬೀರು / ನಿರ್ಧರಿಸು,badalāyisu / prabhāva bīru / nirdharisu,transitive,a2
to swing (back and forth movement),verb,ತೂಗು / ಆಡು / ಅತ್ತಿತ್ತ ಚಲಿಸು,tūgu / āḍu / attitta calisu,intransitive,a2
to tap (to intercept communication),verb,ಕದ್ದಾಲಿಸು / ಟ್ಯಾಪ್ ಮಾಡು,kaddālisu / ṭyāp māḍu,transitive,a2
to tempt (to provoke risk),verb,ಸವಾಲು ಹಾಕು / ಪ್ರಚೋದಿಸು / ಪ್ರೇರೇಪಿಸು,savālu hāku / pracōdisu / prērēpisu,transitive,a2
"to terminate (a contract, agreement)",verb,ರದ್ದುಗೊಳಿಸು / ಮುಕ್ತಾಯಗೊಳಿಸು,raddugoḷisu / muktāyagoḷisu,transitive,a2
to terminate (employment),verb,ವಜಾ ಮಾಡು / ಕೆಲಸದಿಂದ ತೆಗೆದುಹಾಕು,vajā māḍu / kelasadiṁda tegeduhāku,transitive,a2
to testify (in court),verb,ಸಾಕ್ಷಿ ಹೇಳು / ಸಾಕ್ಷ್ಯ ನೀಡು,sākṣi hēḷu / sākṣya nīḍu,transitive,a2
to testify (to confirm),verb,ದೃಢೀಕರಿಸು / ಖಚಿತಪಡಿಸು,dr̥ḍhīkarisu / khacitapaḍisu,transitive,a2
to thrive (to grow robustly),verb,ಚೆನ್ನಾಗಿ ಬೆಳೆ / ಏಳಿಗೆ ಹೊಂದು / ಪುಷ್ಟಿಗೊಳ್ಳು,cennāgi beḷe / ēḷige hoṁdu / puṣṭigoḷḷu,intransitive,a2
to thrive (to prosper or succeed),verb,ಏಳಿಗೆ ಹೊಂದು / ಉದ್ಧಾರವಾಗು / ಅಭಿವೃದ್ಧಿ ಹೊಂದು,ēḷige hoṁdu / uddhāravāgu / abhivr̥ddhi hoṁdu,intransitive,a2
to tighten (physically),verb,ಬಿಗಿಗೊಳಿಸು / ಬಿಗಿ ಮಾಡು,bigigoḷisu / bigi māḍu,transitive,a2
to tighten (rules or control),verb,ಕಟ್ಟುನಿಟ್ಟು ಮಾಡು / ಬಿಗಿಗೊಳಿಸು,kaṭṭuniṭṭu māḍu / bigigoḷisu,transitive,a2
to tighten (to become tense),verb,ಬಿಗಿಯಾಗು / ಒತ್ತಡಕ್ಕೆ ಒಳಗಾಗು,bigiyāgu / ottaḍakke oḷagāgu,intransitive,a2
to tolerate (to endure hardship or pain),verb,ಸಹಿಸು / ತಾಳು,sahisu / tāḷu,transitive,a2
to tolerate (to permit or allow existence),verb,ಅನುಮತಿಸು / ಒಪ್ಪಿಗೆ ನೀಡು,anumatisu / oppige nīḍu,transitive,a2
to top (to add a finishing layer),verb,ಮೇಲೆ ಹಾಕು / ಮೇಲೆ ಲೇಪಿಸು,mēle hāku / mēle lēpisu,transitive,a2
to top (to exceed),verb,ಮೀರು / ದಾಟು,mīru / dāṭu,transitive,a2
to torture,verb,ಹಿಂಸಿಸು / ಹಿಂಸೆ ಕೊಡು,hiṁsisu / hiṁse koḍu,transitive,a2
"to toss (and turn, restlessly)",verb,ನರಳಾಡು / ತಿರುಚು,naraḷāḍu / tirucu,intransitive,a2
"to toss (salad, to mix)",verb,ಬೆರೆಸು / ಕಲಸು,beresu / kalasu,transitive,a2
to total (a vehicle),verb,ನಾಶ ಮಾಡು / ಪೂರ್ಣವಾಗಿ ಹಾಳುಮಾಡು,nāśa māḍu / pūrṇavāgi hāḷumāḍu,transitive,a2
to trail (to follow or track someone),verb,ಬೆನ್ನತ್ತು / ಅನುಸರಿಸು / ಹಿಂದೆ ಹೋಗು,bennattu / anusarisu / hiṁde hōgu,transitive,a2
to trail (to hang or drag loosely behind),verb,ಎಳೆಯುತ್ತಾ ಹೋಗು / ನೆಲಕ್ಕೆ ತಗುಲಿ ಹೋಗು,eḷeyuttā hōgu / nelakke taguli hōgu,intransitive,a2
to trail (to lag behind),verb,ಹಿಂದೆ ಬೀಳು / ನಿಧಾನಿಸು,hiṁde bīḷu / nidhānisu,intransitive,a2
"to twist (fibers, hair, or thread)",verb,ಸುತ್ತು / ಹೆಣೆ / ನುಲಿ,suttu / heṇe / nuli,transitive,a2
to twist (to wring or sprain),verb,ತಿರುಚು / ಮುರಿ,tirucu / muri,transitive,a2
"to undermine (authority, trust)",verb,ದುರ್ಬಲಗೊಳಿಸು / ಕುಗ್ಗಿಸು / ಕೆಡಿಸು,durbalagoḷisu / kuggisu / keḍisu,transitive,a2
to undermine (physically erode),verb,ಸಡಿಲಗೊಳಿಸು / ಶಿಥಿಲಗೊಳಿಸು / ಕೊರೆದು ಹಾಕು,saḍilagoḷisu / śithilagoḷisu / koredu hāku,transitive,a2
to unify,verb,ಏಕೀಕರಿಸು / ಒಂದುಗೂಡಿಸು / ಸಂಯೋಜಿಸು,ēkīkarisu / oṁdugūḍisu / saṁyōjisu,transitive,a2
to unveil (a statue or monument),verb,ಅನಾವರಣ ಮಾಡು,anāvaraṇa māḍu,transitive,a2
to unveil (plans or findings),verb,ಬಹಿರಂಗಪಡಿಸು / ಪ್ರಕಟಿಸು / ತಿಳಿಸು,bahiraṁgapaḍisu / prakaṭisu / tiḷisu,transitive,a2
"to upgrade (status, rank, promotion)",verb,ಉನ್ನತೀಕರಿಸು / ಶ್ರೇಣಿಯನ್ನು ಹೆಚ್ಚಿಸು,unnatīkarisu / śrēṇiyannu heccisu,transitive,a2
"to upgrade (technology, quality)",verb,ಸುಧಾರಿಸು / ಉತ್ತಮಗೊಳಿಸು / ಅಪ್ಗ್ರೇಡ್ ಮಾಡು,sudhārisu / uttamagoḷisu / apgrēḍ māḍu,transitive,a2
to uphold (a principle or standard),verb,ನಿರ್ವಹಿಸು / ಎತ್ತಿಹಿಡಿ / ಪಾಲಿಸು,nirvahisu / ettihiḍi / pālisu,transitive,a2
to uphold (a ruling or verdict),verb,ಎತ್ತಿಹಿಡಿ / ಖಚಿತಪಡಿಸು,ettihiḍi / khacitapaḍisu,transitive,a2
to utilize,verb,ಬಳಸಿಕೊಳ್ಳು / ಉಪಯೋಗಿಸಿಕೊಳ್ಳು,baḷasikoḷḷu / upayōgisikoḷḷu,transitive,a2
to vanish (be destroyed),verb,ಮಾಯವಾಗು / ಕಣ್ಮರೆಯಾಗು / ಅಳಿದುಹೋಗು,māyavāgu / kaṇmareyāgu / aḷiduhōgu,intransitive,a2
to venture (into danger),verb,ಸಾಹಸ ಮಾಡಿ ಹೋಗು / ಅಪಾಯಕ್ಕೆ ಧುಮುಕು / ಧೈರ್ಯದಿಂದ ಮುನ್ನುಗ್ಗು,sāhasa māḍi hōgu / apāyakke dhumuku / dhairyadiṁda munnuggu,intransitive,a2
to venture (to dare to do something),verb,ಧೈರ್ಯ ಮಾಡು / ಸಾಹಸ ಮಾಡು,dhairya māḍu / sāhasa māḍu,transitive,a2
"to venture (to explore, go to an unknown place)",verb,ಸಾಹಸ ಮಾಡಿ ಹೋಗು / ಅನ್ವೇಷಿಸು / ಪ್ರಯಾಣ ಮಾಡು,sāhasa māḍi hōgu / anvēṣisu / prayāṇa māḍu,intransitive,a2
to verify (authenticate),verb,ದೃಢೀಕರಿಸು / ಖಚಿತಪಡಿಸು / ಪರಿಶೀಲಿಸು,dr̥ḍhīkarisu / khacitapaḍisu / pariśīlisu,transitive,a2
"to violate (a person, sexual assault)",verb,ಅತ್ಯಾಚಾರ ಮಾಡು / ಬಲಾತ್ಕಾರ ಮಾಡು / ಲೈಂಗಿಕ ದೌರ್ಜನ್ಯ ಎಸಗು,atyācāra māḍu / balātkāra māḍu / laiṁgika daurjanya esagu,transitive,a2
to violate (a sacred place),verb,ಅಪವಿತ್ರಗೊಳಿಸು / ಮಲಿನಗೊಳಿಸು / ಭಂಗಿಸು,apavitragoḷisu / malinagoḷisu / bhaṁgisu,transitive,a2
to vow (a sacred or religious pledge),verb,ಪ್ರಮಾಣ ಮಾಡು / ಶಪಥ ಮಾಡು / ಪ್ರತಿಜ್ಞೆ ಮಾಡು,pramāṇa māḍu / śapatha māḍu / pratijñe māḍu,transitive,a2
"to vow (religious fasting, observance)",verb,ವ್ರತ ಮಾಡು / ಸಂಕಲ್ಪ ಮಾಡು,vrata māḍu / saṁkalpa māḍu,,a2
"to warrant (to guarantee, certify formally)",verb,ಖಾತರಿ ನೀಡು / ಭರವಸೆ ಕೊಡು,khātari nīḍu / bharavase koḍu,transitive,a2
to warrant (to justify or make necessary),verb,ಸಮರ್ಥಿಸು / ಅಗತ್ಯವಾಗಿಸು,samarthisu / agatyavāgisu,transitive,a2
to weaken (become weak),verb,ದುರ್ಬಲವಾಗು / ಬಲಹೀನವಾಗು / ಸೊರಗು,durbalavāgu / balahīnavāgu / soragu,intransitive,a2
to weaken (make weak),verb,ದುರ್ಬಲಗೊಳಿಸು / ಬಲಹೀನಗೊಳಿಸು,durbalagoḷisu / balahīnagoḷisu,transitive,a2
"to weave (braids, baskets)",verb,ಹೆಣೆ / ನೇಯ್ಗೆ ಮಾಡು,heṇe / nēyge māḍu,transitive,a2
to whip (to prepare quickly),verb,ಬೇಗ ತಯಾರಿಸು / ಶೀಘ್ರವಾಗಿ ಮಾಡು,bēga tayārisu / śīghravāgi māḍu,transitive,a2
to whip up (a quick meal),verb,ಬೇಗ ಮಾಡು / ಶೀಘ್ರ ತಯಾರಿಸು,bēga māḍu / śīghra tayārisu,transitive,a2
to widen (to become physically broader),verb,ಅಗಲವಾಗು / ವಿಸ್ತಾರವಾಗು,agalavāgu / vistāravāgu,intransitive,a2
to widen (to make physically broader),verb,ಅಗಲಗೊಳಿಸು / ವಿಸ್ತರಿಸು,agalagoḷisu / vistarisu,transitive,a2
to wipe (to erase completely),verb,ಅಳಿಸು / ನಿರ್ಮೂಲ ಮಾಡು,aḷisu / nirmūla māḍu,transitive,a2
"to worship (idolize, adore deeply)",verb,ಆರಾಧಿಸು / ಪೂಜಿಸು / ಭಜಿಸು / ಗೌರವಿಸು,ārādhisu / pūjisu / bhajisu / gauravisu,transitive,a2
to yell (in high-pitched anger or fear),verb,ಚೀರು / ಕೂಗಾಡು / ಕೂಗು,cīru / kūgāḍu / kūgu,intransitive,a2
to yield (concede),verb,ಬಿಟ್ಟುಕೊಡು / ಒಪ್ಪಿಕೊ,biṭṭukoḍu / oppiko,intransitive,a2
"to yield (produce crops, results)",verb,ಫಲಿಸು / ಬೆಳೆ,phalisu / beḷe,intransitive,a2
"to yield (produce results, crops)",verb,ಉತ್ಪಾದಿಸು / ಕೊಡು,utpādisu / koḍu,transitive,a2
to yield (surrender),verb,ಶರಣಾಗು / ಸೋಲೊಪ್ಪಿಕೊ,śaraṇāgu / sōloppiko,intransitive,a2
"to yield (surrender, concede)",verb,ಶರಣಾಗು / ಒಪ್ಪಿಕೊ / ಬಿಟ್ಟುಕೊಡು,śaraṇāgu / oppiko / biṭṭukoḍu,intransitive,a2
tobacco,noun,ತಂಬಾಕು,taṁbāku,,a2
"tolerance (biological, drug resistance)",noun,ಸಹಿಷ್ಣುತೆ / ತಾಳಿಕೆ / ನಿರೋಧಕ ಶಕ್ತಿ,sahiṣṇute / tāḷike / nirōdhaka śakti,,a2
toll (casualties),noun,ಸಾವುನೋವು / ನಷ್ಟ / ಹಾನಿ,sāvunōvu / naṣṭa / hāni,,a2
toll (fee),noun,ಸುಂಕ / ಶುಲ್ಕ / ಕಂದಾಯ,suṁka / śulka / kaṁdāya,,a2
torture (source of annoyance),noun,ಹಿಂಸೆ / ಕಿರಿಕಿರಿ,hiṁse / kirikiri,,a2
"toxic (harmful, damaging influence)",adjective,ಹಾನಿಕಾರಕ / ಕೆಟ್ಟ,hānikāraka / keṭṭa,,a2
"toxic (poisonous, chemical)",adjective,ವಿಷಕಾರಿ,viṣakāri,,a2
"trace (mark, evidence)",noun,ಗುರುತು / ಹೆಜ್ಜೆಗುರುತು,gurutu / hejjegurutu,,a2
trace (minute amount),noun,ಸೂಕ್ಷ್ಮ ಪ್ರಮಾಣ / ಅಲ್ಪ ಪ್ರಮಾಣ,sūkṣma pramāṇa / alpa pramāṇa,,a2
"trademark (characteristic, style)",noun,ವೈಶಿಷ್ಟ್ಯ / ಲಕ್ಷಣ,vaiśiṣṭya / lakṣaṇa,,a2
trademark (legal brand),noun,ವ್ಯಾಪಾರ ಚಿಹ್ನೆ / ಟ್ರೇಡ್‌ಮಾರ್ಕ್,vyāpāra cihne / ṭrēḍmārk,,a2
trail (mark left behind),noun,ಕುರುಹು / ಗುರುತು,kuruhu / gurutu,,a2
trail (path),noun,ಜಾಡು / ದಾರಿ / ಮಾರ್ಗ,jāḍu / dāri / mārga,,a2
trailer (vehicle attachment),noun,ಟ್ರೈಲರ್ / ಬಾಲಗಾಡಿ,ṭrailar / bālagāḍi,,a2
transaction,noun,ವಹಿವಾಟು / ವ್ಯವಹಾರ / ಕ್ರಯವಿಕ್ರಯ,vahivāṭu / vyavahāra / krayavikraya,,a2
transcript (academic record),noun,ಶೈಕ್ಷಣಿಕ ದಾಖಲೆ / ಅಂಕಪಟ್ಟಿ / ಟ್ರಾನ್ಸ್ಕ್ರಿಪ್ಟ್,śaikṣaṇika dākhale / aṁkapaṭṭi / ṭrānskripṭ,,a2
transcript (written copy of audio),noun,ಪ್ರತಿಲೇಖನ / ಲಿಖಿತ ಪ್ರತಿ,pratilēkhana / likhita prati,,a2
transformation (change of physical or structural form),noun,ರೂಪಾಂತರ / ಆಕಾರ ಬದಲಾವಣೆ,rūpāṁtara / ākāra badalāvaṇe,,a2
transformation (process of profound change),noun,ಪರಿವರ್ತನೆ / ರೂಪಾಂತರ / ಬದಲಾವಣೆ,parivartane / rūpāṁtara / badalāvaṇe,,a2
transit (logistics status),noun,ಸಾಗಣೆ / ರವಾನೆ,sāgaṇe / ravāne,,a2
transit (passage),noun,ಸಂಚಾರ / ಸಾಗಣೆ,saṁcāra / sāgaṇe,,a2
transmission (of disease),noun,ಪ್ರಸರಣ / ಹರಡುವಿಕೆ,prasaraṇa / haraḍuvike,,a2
"transmission (signal, broadcast)",noun,ಪ್ರಸಾರ / ಪ್ರಸರಣ,prasāra / prasaraṇa,,a2
transmission (vehicle mechanism),noun,ಪ್ರಸರಣ ವ್ಯವಸ್ಥೆ / ಗೇರ್ ಬಾಕ್ಸ್,prasaraṇa vyavasthe / gēr bāks,,a2
"transparency (in governance, ethics)",noun,ಪಾರದರ್ಶಕತೆ,pāradarśakate,,a2
transparent (clear to understand),adjective,ಸ್ಪಷ್ಟ,spaṣṭa,,a2
transparent (conceptually open),adjective,ಪಾರದರ್ಶಕ / ತೆರೆದ,pāradarśaka / tereda,,a2
transparent (lacking secrecy),adjective,ಪಾರದರ್ಶಕ,pāradarśaka,,a2
trauma (emotional distress),noun,ಮಾನಸಿಕ ಆಘಾತ / ಭಾವನಾತ್ಮಕ ಆಘಾತ,mānasika āghāta / bhāvanātmaka āghāta,,a2
"trauma (physical injury, shock)",noun,ದೈಹಿಕ ಆಘಾತ / ತೀವ್ರ ಗಾಯ / ಆಘಾತ,daihika āghāta / tīvra gāya / āghāta,,a2
treaty,noun,ಸಂಧಿ / ಒಪ್ಪಂದ / ಕರಾರು,saṁdhi / oppaṁda / karāru,,a2
tremendous (excellent),adjective,ಅದ್ಭುತ / ಅತ್ಯುತ್ತಮ / ಅದ್ಭುತವಾದ,adbhuta / atyuttama / adbhutavāda,,a2
tremendous (of size or magnitude),adjective,ಅಗಾಧ / ಭಾರಿ / ಬೃಹತ್,agādha / bhāri / br̥hat,,a2
"tribal (ethnic, sociological)",adjective,ಜನಾಂಗೀಯ / ಬುಡಕಟ್ಟು,janāṁgīya / buḍakaṭṭu,,a2
tribal (relating to forest dwellers),adjective,ಗಿರಿಜನ / ಆದಿವಾಸಿ / ಬುಡಕಟ್ಟು,girijana / ādivāsi / buḍakaṭṭu,,a2
tribunal,noun,ನ್ಯಾಯಾಧಿಕರಣ / ನ್ಯಾಯಪೀಠ,nyāyādhikaraṇa / nyāyapīṭha,,a2
tribute (acknowledgment of respect),noun,ಗೌರವ ಸಮರ್ಪಣೆ / ಗೌರವ / ಸನ್ಮಾನ,gaurava samarpaṇe / gaurava / sanmāna,,a2
"tribute (historical payment, levy)",noun,ಕಪ್ಪ / ಕಾಣಿಕೆ,kappa / kāṇike,,a2
tribute (to the deceased),noun,ಶ್ರದ್ಧಾಂಜಲಿ / ನಮನ,śraddhāṁjali / namana,,a2
"trigger (cause, stimulus)",noun,ಪ್ರಚೋದಕ / ಮೂಲ ಕಾರಣ / ಕಾರಣ,pracōdaka / mūla kāraṇa / kāraṇa,,a2
trigger (emotional stressor),noun,ಭಾವನಾತ್ಮಕ ಪ್ರಚೋದಕ / ಭಾವನಾತ್ಮಕ ಒತ್ತಡಕಾರಕ,bhāvanātmaka pracōdaka / bhāvanātmaka ottaḍakāraka,,a2
trio (musical group),noun,ತ್ರಿವಳಿ / ಮೂವರ ತಂಡ,trivaḷi / mūvara taṁḍa,,a2
triumph,noun,ಗೆಲುವು / ವಿಜಯ / ಜಯ,geluvu / vijaya / jaya,,a2
trophy,noun,ಟ್ರೋಫಿ,ṭrōphi,,a2
troubled (emotionally distressed),adjective,ಚಿಂತಿತ / ಕಳವಳಗೊಂಡ / ವ್ಯಥೆಗೊಂಡ,ciṁtita / kaḷavaḷagoṁḍa / vyathegoṁḍa,,a2
"troubled (full of conflict, unrest)",adjective,ಕಲಹಭರಿತ / ಗೊಂದಲದ / ಅಶಾಂತಿಯ,kalahabharita / goṁdalada / aśāṁtiya,,a2
trustee (charitable organization),noun,ಧರ್ಮದರ್ಶಿ / ಟ್ರಸ್ಟಿ,dharmadarśi / ṭrasṭi,,a2
tuition (fees),noun,ಬೋಧನಾ ಶುಲ್ಕ,bōdhanā śulka,,a2
tuition (instruction),noun,ಬೋಧನೆ / ಶಿಕ್ಷಣ / ಪಾಠ,bōdhane / śikṣaṇa / pāṭha,,a2
turnout (attendance figures),noun,ಹಾಜರಾತಿ / ಸಮಾಗಮ,hājarāti / samāgama,,a2
turnout (voter participation),noun,ಮತದಾನದ ಪ್ರಮಾಣ / ಮತದಾರರ ಹಾಜರಾತಿ,matadānada pramāṇa / matadārara hājarāti,,a2
turnover (business revenue),noun,ವಹಿವಾಟು / ವ್ಯವಹಾರ,vahivāṭu / vyavahāra,,a2
turnover (employee rate),noun,ಉದ್ಯೋಗಿಗಳ ಬದಲಾವಣೆ ದರ,udyōgigaḷa badalāvaṇe dara,,a2
turnover (folded pastry),noun,ಮಡಚಿದ ಪೇಸ್ಟ್ರಿ / ಟರ್ನೋವರ್,maḍacida pēsṭri / ṭarnōvar,,a2
twist (distortion of meaning),noun,ತಿರುಚುವಿಕೆ / ವಿರೂಪ / ಅಪಾರ್ಥ,tirucuvike / virūpa / apārtha,,a2
twist (unexpected event),noun,ತಿರುವು,tiruvu,,a2
"undergraduate (student, formal)",noun,ಪದವಿಪೂರ್ವ ವಿದ್ಯಾರ್ಥಿ,padavipūrva vidyārthi,,a2
underlying (fundamental basis),adjective,ಆಧಾರವಾಗಿರುವ / ಮೂಲಭೂತವಾದ / ಅಂತರ್ಗತ,ādhāravāgiruva / mūlabhūtavāda / aṁtargata,,a2
underlying (physically situated beneath),adjective,ಕೆಳಗಿರುವ / ಅಡಿಯಲ್ಲಿರುವ,keḷagiruva / aḍiyalliruva,,a2
undoubtedly (emphatic),adverb,ನಿಸ್ಸಂದೇಹವಾಗಿ / ಖಂಡಿತವಾಗಿ / ಸಂದೇಹವಿಲ್ಲದೆ,nissaṁdēhavāgi / khaṁḍitavāgi / saṁdēhavillade,,a2
unprecedented,adjective,ಅಭೂತಪೂರ್ವ / ಹಿಂದೆಂದೂ ಕಾಣದ,abhūtapūrva / hiṁdeṁdū kāṇada,,a2
upcoming,adjective,ಬರಲಿರುವ / ಮುಂದಿನ / ಆಗಮಿಸಲಿರುವ,baraliruva / muṁdina / āgamisaliruva,,a2
