english_word,verb_transitivity,word_class,level,kannada_translation,transliteration
shy,N/A,adjective,b1,ನಾಚಿಕೆ ಸ್ವಭಾವದ,nācike svabhāvada
sibling (older brother),N/A,noun,b2,ಅಣ್ಣ,aṇṇa
sibling (younger brother),N/A,noun,b2,ತಮ್ಮ,tamma
sibling (older sister),N/A,noun,b2,ಅಕ್ಕ,akka
sibling (younger sister),N/A,noun,b2,ತಂಗಿ,taṁgi
sick (ill),N/A,adjective,a1,ಹುಷಾರಿಲ್ಲದ,huṣārillada
sick (nauseous),N/A,adjective,a1,ವಾಕರಿಕೆಯಿಂದ ಕೂಡಿರುವ,vākarikeyiṁda kūḍiruva
side (faction or team),N/A,noun,a2,ಪಕ್ಷ,pakṣa
sigh,N/A,noun,c1,ನಿಟ್ಟುಸಿರು,niṭṭusiru
to sigh,intransitive,verb,c1,ನಿಟ್ಟುಸಿರು ಬಿಡು,niṭṭusiru biḍu
sight (ability to see),N/A,noun,b1,ದೃಷ್ಟಿ,dr̥ṣṭi
sight (view or spectacle),N/A,noun,b1,ದೃಶ್ಯ,dr̥śya
sign (board or indicator),N/A,noun,a2,ಸೂಚನಾ ಫಲಕ,sūcanā phalaka
sign (symbol),N/A,noun,a2,ಚಿಹ್ನೆ,cihne
sign (indication or symptom),N/A,noun,a2,ಸೂಚನೆ,sūcane
sign (symptom),N/A,noun,a2,ಲಕ್ಷಣ,lakṣaṇa
to sign (a document),transitive,verb,a2,ಸಹಿ ಮಾಡು,sahi māḍu
to sign (make a gesture),N/A,verb,a2,ಸನ್ನೆ ಮಾಡು,sanne māḍu
signal (electronic transmission),N/A,noun,b1,ಸಂಕೇತ,saṁkēta
to signal (to make a gesture),transitive,verb,b1,ಸಂಕೇತಿಸು,saṁkētisu
to signal (to indicate or imply),transitive,verb,b1,ಸೂಚಿಸು,sūcisu
signature (on official documents),N/A,noun,b2,ಸಹಿ,sahi
"signature (formal, legal)",N/A,noun,b2,ದಸ್ತಖತ್ತು,dastakhattu
significance,N/A,noun,b2,ಮಹತ್ವ,mahatva
significance (meaning),N/A,noun,b2,ಅರ್ಥ,artha
significant (meaningful or indicative),N/A,adjective,b2,ಅರ್ಥಪೂರ್ಣ,arthapūrṇa
significant (important),N/A,adjective,b2,ಪ್ರಮುಖ,pramukha
"significantly (to a great extent, noteworthy amount)",N/A,adverb,b2,ಗಣನೀಯವಾಗಿ,gaṇanīyavāgi
"significantly (importantly, critically)",N/A,adverb,b2,ಮುಖ್ಯವಾಗಿ,mukhyavāgi
silence (refusal to speak or comment),N/A,noun,b2,ಮೌನ,mauna
silence (act of keeping quiet),N/A,noun,b2,ಮಾತನಾಡದಿರುವಿಕೆ,mātanāḍadiruvike
silent (implied or unspoken),N/A,adjective,b1,ಸೂಚ್ಯ,sūcya
silk,N/A,noun,b2,ರೇಷ್ಮೆ,rēṣme
silly (trivial),N/A,adjective,b1,ಕ್ಷುಲ್ಲಕ,kṣullaka
silver (color),N/A,adjective,a2,ಬೆಳ್ಳಿಯ ಬಣ್ಣದ,beḷḷiya baṇṇada
silver,N/A,noun,a2,ಬೆಳ್ಳಿ,beḷḷi
similar,N/A,adjective,a1,ಸಮಾನ,samāna
similarity,N/A,noun,b1,ಹೋಲಿಕೆ,hōlike
"similarly (likewise, formal)",N/A,adverb,b2,ಅದೇ ರೀತಿ,adē rīti
simple (easy to do),N/A,adjective,a2,ಸುಲಭ,sulabha
simple (plain or modest),N/A,adjective,a2,ಸರಳ,saraḷa
"simply (just, merely)",N/A,adverb,b1,ಕೇವಲ,kēvala
"simply (utterly, absolutely)",N/A,adverb,b1,ನಿಜಕ್ಕೂ,nijakkū
"reception (desk, area)",N/A,noun,a2,ಸ್ವಾಗತ ಕೌಂಟರ್ / ಸ್ವಾಗತ ವಿಭಾಗ,svāgata kauṁṭar / svāgata vibhāga
"reception (event, party)",N/A,noun,a2,ಸ್ವಾಗತ ಸಮಾರಂಭ / ಔತಣಕೂಟ,svāgata samāraṁbha / autaṇakūṭa
reception (signal quality),N/A,noun,a2,ಸಿಗ್ನಲ್ / ಸಂಪರ್ಕದ ಗುಣಮಟ್ಟ,signal / saṁparkada guṇamaṭṭa
recession (economic downturn),N/A,noun,b2,ಆರ್ಥಿಕ ಹಿಂಜರಿತ,ārthika hiṁjarita
recession (physical withdrawal),N/A,noun,b2,ಹಿಂಜರಿತ / ಹಿಂದಕ್ಕೆ ಸರಿಯುವಿಕೆ,hiṁjarita / hiṁdakke sariyuvike
recipe,N/A,noun,a2,ಪಾಕವಿಧಾನ / ಅಡುಗೆ ವಿಧಾನ,pākavidhāna / aḍuge vidhāna
recipient (of an award or honor),N/A,noun,c1,ಪುರಸ್ಕೃತರು / ಸ್ವೀಕರಿಸುವವರು,puraskr̥taru / svīkarisuvavaru
"recipient (administrative, legal)",N/A,noun,c1,ಸ್ವೀಕರಿಸುವವರು,svīkarisuvavaru
to reckon (to suppose or believe),transitive,verb,b2,ಅಂದುಕೋ / ಊಹಿಸು,aṁdukō / ūhisu
to reckon (to calculate or estimate),transitive,verb,b2,ಲೆಕ್ಕ ಹಾಕು / ಅಂದಾಜುಮಾಡು,lekka hāku / aṁdājumāḍu
to reckon (to deal with or confront),transitive,verb,b2,ಎದುರಿಸು / ವ್ಯವಹರಿಸು,edurisu / vyavaharisu
"recognition (of validity, diplomatic status)",N/A,noun,b2,ಮಾನ್ಯತೆ / ಅಂಗೀಕಾರ,mānyate / aṁgīkāra
to recognize (identify),transitive,verb,a2,ಗುರುತಿಸು,gurutisu
to recognize (acknowledge),transitive,verb,a2,ಒಪ್ಪಿಕೋ / ಮಾನ್ಯಮಾಡು,oppikō / mānyamāḍu
to recommend (formally endorse),transitive,verb,b1,ಶಿಫಾರಸುಮಾಡು,śiphārasumāḍu
"recommendation (formal letter, endorsement)",N/A,noun,b1,ಶಿಫಾರಸು ಪತ್ರ / ಶಿಫಾರಸು,śiphārasu patra / śiphārasu
reconstruction (of a structure or building),N/A,noun,c1,ಪುನರ್ನಿರ್ಮಾಣ,punarnirmāṇa
reconstruction (of events or structure),N/A,noun,c1,ಪುನರ್ರಚನೆ,punarracane
record (document),N/A,noun,a2,ದಾಖಲೆ,dākhale
record (achievement),N/A,noun,a2,ದಾಖಲೆ,dākhale
"to record (to write down, register)",transitive,verb,a2,ದಾಖಲಿಸು,dākhalisu
"to record (audio, video capture)",transitive,verb,a2,ಧ್ವನಿಮುದ್ರಿಸು,dhvanimudrisu
"to record (video, visuals)",transitive,verb,a2,ಚಿತ್ರೀಕರಿಸು,citrīkarisu
recording,N/A,noun,a2,ಧ್ವನಿಮುದ್ರಣ,dhvanimudraṇa
to recount (to narrate),transitive,verb,c1,ವಿವರಿಸು,vivarisu
to recount (to count again),transitive,verb,c1,ಮರು ಎಣಿಸು,maru eṇisu
to recover (health),intransitive,verb,b2,ಚೇತರಿಸಿಕೋ,cētarisikō
to recover (stolen item or loss),transitive,verb,b2,ಮರಳಿ ಪಡೆ,maraḷi paḍe
"recovery (health, recuperation)",N/A,noun,b2,ಚೇತರಿಕೆ,cētarike
"recovery (retrieval, regaining)",N/A,noun,b2,ಪುನಃಪ್ರಾಪ್ತಿ,punaḥprāpti
recruit,N/A,noun,b2,ನೂತನ ಸದಸ್ಯ,nūtana sadasya
to recruit (military service),transitive,verb,b2,ಭರ್ತಿ ಮಾಡು,bharti māḍu
to recruit (generally),transitive,verb,b2,ನೇಮಕ ಮಾಡು,nēmaka māḍu
recruitment,N/A,noun,b2,ನೇಮಕಾತಿ,nēmakāti
to recycle,transitive,verb,a2,ಮರುಬಳಕೆ ಮಾಡು,marubaḷake māḍu
red,N/A,adjective,a1,ಕೆಂಪು,keṁpu
"red (adjective, describing color)",N/A,noun,a1,ಕೆಂಪು ಬಣ್ಣ,keṁpu baṇṇa
"to reduce (to become less, decrease)",intransitive,verb,a2,ಕಡಿಮೆ ಮಾಡು,kaḍime māḍu
reduction (discount),N/A,noun,b2,ಕಡಿತ / ರಿಯಾಯಿತಿ,kaḍita / riyāyiti
"reduction (simplification process, chemistry)",N/A,noun,b2,ಇಳಿಕೆ / ಅಪಕರ್ಷಣ,iḷike / apakarṣaṇa
to refer (to a source or document),transitive,verb,a2,ಉಲ್ಲೇಖಿಸು,ullēkhisu
to refer (to mean or pertain to something),intransitive,verb,a2,ಸೂಚಿಸು,sūcisu
referee (academic reviewer),N/A,noun,b2,ತೀರ್ಪುಗಾರ / ವಿಮರ್ಶಕ,tīrpugāra / vimarśaka
"reference (mention, citation)",N/A,noun,b1,ಉಲ್ಲೇಖ / ಆಧಾರ,ullēkha / ādhāra
reference (testimonial),N/A,noun,b2,ಶಿಫಾರಸು ಪತ್ರ / ಆಧಾರಪತ್ರ,śiphārasu patra / ādhārapatra
reference (source material),N/A,noun,b1,ಉಲ್ಲೇಖ / ಆಕರ,ullēkha / ākara
referendum,N/A,noun,c1,ಜನಮತಗಣನೆ,janamatagaṇane
"to reflect (image, light)",transitive,verb,b1,ಪ್ರತಿಫಲಿಸು,pratiphalisu
to reflect (think deeply),intransitive,verb,b1,ಯೋಚಿಸು / ಚಿಂತಿಸು,yōcisu / ciṁtisu
reflection (image),N/A,noun,c1,ಪ್ರತಿಫಲನ / ಬಿಂಬ,pratiphalana / biṁba
reflection (contemplation),N/A,noun,c1,ಆಲೋಚನೆ / ಮನನ,ālōcane / manana
reform,N/A,noun,c1,ಸುಧಾರಣೆ,sudhāraṇe
"to reform (a system, policy)",transitive,verb,c1,ಸುಧಾರಿಸು,sudhārisu
"to reform (oneself, one's ways)",intransitive,verb,c1,ಪರಿವರ್ತನೆ ಆಗು,parivartane āgu
refuge (excuse or pretext),N/A,noun,c1,ನೆಪ,nepa
refugee,N/A,noun,b2,ನಿರಾಶ್ರಿತ,nirāśrita
refusal,N/A,noun,c1,ನಿರಾಕರಣೆ,nirākaraṇe
to refuse (to formally reject a proposal),transitive,verb,b1,ನಿರಾಕರಿಸು,nirākarisu
to regain (possession or control),transitive,verb,c1,ಮರಳಿ ಪಡೆ,maraḷi paḍe
to regain (health or consciousness),transitive,verb,c1,ಚೇತರಿಸಿಕೋ,cētarisikō
"regards (wishes, greetings)",N/A,noun,b2,ಶುಭಾಶಯಗಳು / ವಂದನೆಗಳು,śubhāśayagaḷu / vaṁdanegaḷu
to regard (to consider or view as),transitive,verb,b2,ಪರಿಗಣಿಸು,parigaṇisu
to regard (to respect or pay heed to),transitive,verb,b2,ಗಮನಿಸು / ಗೌರವಿಸು,gamanisu / gauravisu
regardless (disregarding a factor),N/A,adverb,c1,ಲೆಕ್ಕಿಸದೆ,lekkisade
"regardless (nonetheless, anyway)",N/A,adverb,c1,ಏನೇ ಆದರೂ / ಹೇಗಾದರೂ,ēnē ādarū / hēgādarū
regime (political system),N/A,noun,c1,ಆಡಳಿತ,āḍaḷita
regime (plan or system),N/A,noun,c1,ವ್ಯವಸ್ಥೆ / ಪದ್ಧತಿ,vyavasthe / paddhati
"region (large geographical, administrative area)",N/A,noun,a2,ಪ್ರದೇಶ,pradēśa
"region (specific area, part)",N/A,noun,a2,ಭಾಗ / ಪ್ರದೇಶ,bhāga / pradēśa
regional,N/A,adjective,b2,ಪ್ರಾದೇಶಿಕ,prādēśika
register (style of speech),N/A,noun,b2,ಶೈಲಿ,śaili
to register (enroll formally),transitive,verb,b2,ನೋಂದಾಯಿಸು,nōṁdāyisu
to register (be understood by),intransitive,verb,b2,ಗ್ರಹಣೆ ಆಗು,grahaṇe āgu
"to register (measure, indicate a value)",transitive,verb,b2,ತೋರಿಸು,tōrisu
registration,N/A,noun,b2,ನೋಂದಾವಣೆ,nōṁdāvaṇe
regret (sorrow or disappointment),N/A,noun,b2,ಖೇದ,khēda
"to regret (a past action, decision)",transitive,verb,b2,ಪಶ್ಚಾತ್ತಾಪ ಪಡು,paścāttāpa paḍu
to regret (to inform or say that),N/A,verb,b2,ಖೇದ ವ್ಯಕ್ತ ಪಡಿಸು,khēda vyakta paḍisu
regular (periodic),N/A,adjective,a2,ನಿಯಮಿತ / ನಿಯತ,niyamita / niyata
regular (standard),N/A,adjective,a2,ಸಾಧಾರಣ,sādhāraṇa
regularly (adhering to schedule),N/A,adverb,b1,ನಿಯಮಿತವಾಗಿ,niyamitavāgi
"to regulate (governance, control)",transitive,verb,b2,ನಿಯಂತ್ರಿಸು,niyaṁtrisu
"to regulate (adjust, set)",transitive,verb,b2,ಹೊಂದಿಸು / ನಿಯಂತ್ರಿಸು,hoṁdisu / niyaṁtrisu
regulation (rule or law),N/A,noun,b2,ನಿಬಂಧನೆ / ನಿಯಮ,nibaṁdhane / niyama
regulation (act of controlling),N/A,noun,b2,ನಿಯಂತ್ರಣ,niyaṁtraṇa
regulator (device),N/A,noun,c1,ನಿಯಂತ್ರಕ,niyaṁtraka
regulator (authority),N/A,noun,c1,ನಿಯಂತ್ರಣ ಪ್ರಾಧಿಕಾರ,niyaṁtraṇa prādhikāra
"regulator (authority, body)",N/A,noun,c1,ನಿಯಂತ್ರಕ ಸಂಸ್ಥೆ,niyaṁtraka saṁsthe
regulatory,N/A,adjective,c1,ನಿಯಂತ್ರಕ,niyaṁtraka
"rehabilitation (medical, addiction)",N/A,noun,c1,ಪುನರ್ವಸತಿ,punarvasati
"rehabilitation (restoration of buildings, areas)",N/A,noun,c1,ಜೀರ್ಣೋದ್ಧಾರ,jīrṇōddhāra
reign,N/A,noun,c1,ಆಳ್ವಿಕೆ,āḷvike
to reign (as a ruler),intransitive,verb,c1,ಆಳು,āḷu
"to reign (prevail, be dominant)",intransitive,verb,c1,ವ್ಯಾಪಿಸು,vyāpisu
to reign (be dominant),N/A,verb,c1,ಮೆರೆ,mere
to reinforce (to strengthen or solidify),transitive,verb,b2,ಬಲಪಡಿಸು,balapaḍisu
to reinforce (to send additional aid or troops),transitive,verb,b2,ಬಲ ಒದಗಿಸು,bala odagisu
to reinforce (send troops),transitive,verb,b2,ಹೆಚ್ಚುವರಿ ಪಡೆ ಕಳುಹಿಸು,heccuvari paḍe kaḷuhisu
"to reject (officially, proposal)",transitive,verb,b1,ತಿರಸ್ಕರಿಸು,tiraskarisu
to reject (refuse an offer or request),transitive,verb,b1,ನಿರಾಕರಿಸು,nirākarisu
to reject (refuse an offer),transitive,verb,b1,ಬೇಡವೆನ್ನು,bēḍavennu
rejection (of a proposal or claim),N/A,noun,c1,ತಿರಸ್ಕಾರ,tiraskāra
rejection (social or emotional),N/A,noun,c1,ತಿರಸ್ಕಾರ,tiraskāra
"to relate (to tell, recount)",transitive,verb,b1,ವಿವರಿಸು,vivarisu
"to relate (to be relevant, connected)",intransitive,verb,b1,ಸಂಬಂಧಿಸು,saṁbaṁdhisu
related (connected),N/A,adjective,b1,ಸಂಬಂಧಿಸಿದ,saṁbaṁdhisida
"related (by family, kin)",N/A,adjective,b1,ಸಂಬಂಧಿಕ,saṁbaṁdhika
"relation (connection, bond)",N/A,noun,b1,ಸಂಬಂಧ,saṁbaṁdha
relation (family member),N/A,noun,b1,ಸಂಬಂಧಿ,saṁbaṁdhi
"relationship (connection, association)",N/A,noun,a2,ಸಂಬಂಧ,saṁbaṁdha
"relationship (personal, romantic)",N/A,noun,a2,ಪ್ರೇಮ ಸಂಬಂಧ,prēma saṁbaṁdha
to simulate (model or represent),transitive,verb,c1,ಸಿಮ್ಯುಲೇಟ್ ಮಾಡು,simyulēṭ māḍu
to simulate (feign or pretend),transitive,verb,c1,ನಟಿಸು,naṭisu
simulation,N/A,noun,c1,ಸಿಮ್ಯುಲೇಶನ್,simyulēśan
simulation (modeling),N/A,noun,c1,ಅನುಕರಣೆ,anukaraṇe
simultaneously (concurrently),N/A,adverb,c1,ಏಕಕಾಲದಲ್ಲಿ,ēkakāladalli
sin,N/A,noun,c1,ಪಾಪ,pāpa
"since (time, duration)",N/A,adverb,b1,ಅಂದಿನಿಂದ,aṁdiniṁda
"since (reason, because)",N/A,adverb,b1,ಆದ್ದರಿಂದ,āddariṁda
"since (because of, as)",N/A,conjunction,a2,ಏಕೆಂದರೆ,ēkeṁdare
since (reason),N/A,conjunction,a2,ಆದ ಕಾರಣ,āda kāraṇa
"since (time, duration)",N/A,conjunction,a2,ಆಗಿನಿಂದ,āginiṁda
"since (reason, cause)",N/A,preposition,a2,ಇರುವುದರಿಂದ,iruvudariṁda
since (time: starting point),N/A,preposition,a2,ನಿಂದ,niṁda
"sincere (earnest, heartfelt)",N/A,adjective,b2,ಪ್ರಾಮಾಣಿಕ,prāmāṇika
sincere (heartfelt),N/A,adjective,b2,ಹೃತ್ಪೂರ್ವಕ,hr̥tpūrvaka
to sing,N/A,verb,a1,ಹಾಡು,hāḍu
singer (male),N/A,noun,a1,ಗಾಯಕ,gāyaka
singer (female),N/A,noun,a1,ಗಾಯಕಿ,gāyaki
"singing (performance, art)",N/A,noun,a2,ಗಾಯನ,gāyana
single (only one),N/A,adjective,a2,ಒಂಟಿ,oṁṭi
"single (room, bed)",N/A,noun,a2,ಒಂಟಿ,oṁṭi
single occupancy,N/A,noun,a2,ಏಕ ಬಳಕೆಯ,ēka baḷakeya
to sink (submerge),intransitive,verb,b1,ಮುಳುಗು,muḷugu
"to sink (to decline, drop)",intransitive,verb,b1,ಕುಗ್ಗು,kuggu
"to sink (to drill, dig)",transitive,verb,b1,ತೋಡು,tōḍu
"sir (formal, superior)",N/A,noun,a2,ಸಾರ್,sār
"sir (highly formal, written address)",N/A,noun,a2,ಮಹಾಶಯ,mahāśaya
sir (polite address to older male stranger),N/A,noun,a2,ಅಣ್ಣಾ,aṇṇā
sister (older),N/A,noun,a1,ಅಕ್ಕ,akka
sister (younger),N/A,noun,a1,ತಂಗಿ,taṁgi
to sit,N/A,verb,a1,ಕೂರು,kūru
site (physical location),N/A,noun,a2,ಸ್ಥಳ,sthaḷa
"land, plot site (for construction)",N/A,noun,a2,ನಿವೇಶನ,nivēśana
site (website),N/A,noun,a2,ಜಾಲತಾಣ,jālatāṇa
"situated (in a certain condition, state)",N/A,adjective,c1,ನಿರ್ದಿಷ್ಟ ಪರಿಸ್ಥಿತಿಯಲ್ಲಿ ಇರುವ,nirdiṣṭa paristhitiyalli iruva
situation,N/A,noun,a1,ಪರಿಸ್ಥಿತಿ,paristhiti
six,N/A,number,a1,ಆರು,āru
sixteen,N/A,number,a1,ಹದಿನಾರು,hadināru
sixty,N/A,number,a1,ಅರವತ್ತು,aravattu
size (magnitude),N/A,noun,a2,ಗಾತ್ರ / ಪ್ರಮಾಣ,gātra / pramāṇa
size (clothing standard),N/A,noun,a2,ಸೈಜು,saiju
sketch (drawing),N/A,noun,c1,ರೇಖಾಚಿತ್ರ,rēkhācitra
sketch (short comedic performance),N/A,noun,c1,ಕಿರುನಾಟಕ / ಹಾಸ್ಯ ಪ್ರಸಂಗ,kirunāṭaka / hāsya prasaṁga
ski,N/A,adjective,a2,ಸ್ಕೀ,skī
ski,N/A,noun,a2,ಸ್ಕೀ,skī
to ski,intransitive,verb,a2,ಸ್ಕೀ ಮಾಡು,skī māḍu
skiing,N/A,noun,a2,ಸ್ಕೀ ಕ್ರೀಡೆ,skī krīḍe
skill,N/A,noun,a1,ಕೌಶಲ / ನೈಪುಣ್ಯ,kauśala / naipuṇya
skilled,N/A,adjective,b2,ಕೌಶಲಯುತ / ನಿಪುಣ,kauśalayuta / nipuṇa
"skin (of fruit, vegetable, peel)",N/A,noun,a2,ಸಿಪ್ಪೆ,sippe
to skip (to omit or bypass),transitive,verb,c1,ಬಿಟ್ಟುಬಿಡು,biṭṭubiḍu
to skip (to hop lightly),intransitive,verb,c1,ನೆಗೆದಾಡು,negedāḍu
to skip rope,intransitive,verb,c1,ಹಗ್ಗ ಜಿಗಿ,hagga jigi
skirt,N/A,noun,a1,ಲಂಗ,laṁga
skull,N/A,noun,b2,ತಲೆಬುರುಡೆ,taleburuḍe
"sky (literary, poetic)",N/A,noun,a2,ಗಗನ / ನಭ,gagana / nabha
to slam (a door or object),transitive,verb,c1,ಜೋರಾಗಿ ಮುಚ್ಚು,jōrāgi muccu
to slam (to criticize severely),transitive,verb,c1,ತೀವ್ರವಾಗಿ ಟೀಕಿಸು / ಖಂಡಿಸು,tīvravāgi ṭīkisu / khaṁḍisu
to slap (impose a fine or penalty),transitive,verb,c1,ದಂಡ ವಿಧಿಸು / ದಂಡ ಹೊರಿಸು,daṁḍa vidhisu / daṁḍa horisu
to slap (place quickly or roughly),transitive,verb,c1,ಅದಾಗಿ ಇಡು,adāgi iḍu
to slash (to cut violently),transitive,verb,c1,ಕತ್ತರಿಸಿ ಗಾಯಗೊಳಿಸು,kattarisi gāyagoḷisu
to slash (to reduce drastically),transitive,verb,c1,ತೀವ್ರವಾಗಿ ಕಡಿತಗೊಳಿಸು,tīvravāgi kaḍitagoḷisu
slave (person in forced servitude),N/A,noun,b2,ಗುಲಾಮ / ದಾಸ,gulāma / dāsa
slave (person heavily controlled by something),N/A,noun,b2,ಗುಲಾಮ,gulāma
slavery,N/A,noun,c1,ಗುಲಾಮಗಿರಿ / ದಾಸ್ಯ,gulāmagiri / dāsya
sleep,N/A,noun,a2,ನಿದ್ರೆ,nidre
to sleep (respectful),intransitive,verb,a1,ವಿರಮಿಸು,viramisu
"to sleep (standard, familiar)",N/A,verb,a1,ಮಲಗು,malagu
"slice (share, portion)",N/A,noun,b1,ಪಾಲು / ಭಾಗ,pālu / bhāga
to slice,transitive,verb,b1,ಹೋಳು ಮಾಡು,hōḷu māḍu
slide (playground equipment),N/A,noun,b2,ಜಾರುಬಂಡಿ,jārubaṁḍi
slide (presentation image),N/A,noun,b2,ಸ್ಲೈಡ್,slaiḍ
"to slide (move smoothly, slip)",intransitive,verb,b2,ಜಾರು,jāru
to slide (move something across a surface),transitive,verb,b2,ಜಾರಿಸು,jārisu
"slight (minor amount, degree)",N/A,adjective,b2,ಅಲ್ಪ,alpa
"slight (slim, delicate build)",N/A,adjective,b2,ಸಪೂರ / ನಾಜೂಕು,sapūra / nājūku
slightly,N/A,adverb,b1,ಸ್ವಲ್ಪ ಮಟ್ಟಿಗೆ,svalpa maṭṭige
to slip (lose footing),intransitive,verb,b2,ಜಾರು,jāru
to slip (move or insert secretly),transitive,verb,b2,ತೂರಿಸು,tūrisu
to slip (make a slight error),intransitive,verb,b2,ತಪ್ಪು ಮಾಡು,tappu māḍu
"to slip (a secret, information)",intransitive,verb,b2,ಸೋರಿಹೋಗು,sōrihōgu
slogan (advertising tagline),N/A,noun,b2,ಘೋಷವಾಕ್ಯ,ghōṣavākya
slope (physical incline),N/A,noun,b2,ಇಳಿಜಾರು,iḷijāru
slope (mathematical gradient),N/A,noun,b2,ಪ್ರವಣತೆ,pravaṇate
to slope,intransitive,verb,b2,ಇಳಿಜಾರು ಆಗು,iḷijāru āgu
slot (narrow opening),N/A,noun,c1,ರಂಧ್ರ,raṁdhra
slot (time period or position),N/A,noun,c1,ಸಮಯಾವಕಾಶ / ಸ್ಥಾನ,samayāvakāśa / sthāna
slow (mentally dull),N/A,adjective,a1,ಮಂದ,maṁda
