id,english_word,word_class,kannada_translation,verb_transitivity,level
8000,severely (harshly or critically),adverb,ಕಠಿಣವಾಗಿ / ತೀವ್ರವಾಗಿ / ಕಠೋರವಾಗಿ,N/A,b2
8048,to shed (clothing or load),verb,ತೆಗೆ / ಕಳಚು,transitive,c1
8050,to shed (light or tears),verb,ಸುರಿಸು / ಹರಿಸು / ಚೆಲ್ಲು / ಬೀರು,transitive,c1
8051,to shed (light),verb,ಬೆಳಕು ಚೆಲ್ಲು / ಬೆಳಕು ಬೀರು,transitive,c1
8053,sheer (absolute),adjective,ಬರಿಯ / ಸಂಪೂರ್ಣ,N/A,c1
8054,sheer (fabric),adjective,ತೆಳುವಾದ / ನುಣುಪಾದ,N/A,c1
8055,sheer (steep),adjective,ಕಡಿದಾದ / ನೇರವಾದ,N/A,c1
8056,sheet (of paper),noun,ಹಾಳೆ / ಪೇಪರ್,N/A,a2
8057,sheet (bedding),noun,ಚಾದರ / ಬೆಡ್‌ಶೀಟ್,N/A,a2
8058,shelf,noun,ಶೆಲ್ಫ್ / ಅಟ್ಟ / ಕಪಾಟು,N/A,b1
8059,shell (natural covering),noun,ಸಿಪ್ಪೆ / ತೊಗಟೆ,N/A,b1
8060,shell (seashell),noun,ಚಿಪ್ಪು / ಶಂಖ,N/A,b1
8061,shell (ammunition),noun,ಶೆಲ್ / ಫಿರಂಗಿ ಗುಂಡು / ಸಿಡಿಮದ್ದು,N/A,b1
8062,to spread (a physical object or layer),verb,ಸವರು / ಲೇಪಿಸು,transitive,b1
8063,"to spread (a mat, blanket)",verb,ಹಾಸು / ಹರಡು,transitive,b1
8064,"to spread (news, disease, or influence)",verb,ಹರಡು / ಪ್ರಸಾರಿಸು / ವ್ಯಾಪಿಸು,intransitive,b1
8065,spring (season),noun,ವಸಂತ ಋತು / ವಸಂತ,N/A,a1
8066,spring (water source),noun,ಚಿಲುಮೆ / ಬುಗ್ಗೆ,N/A,a1
8067,spring (mechanical coil),noun,ಸ್ಪ್ರಿಂಗ್ / ಸುರುಳಿ,N/A,a1
8068,to spring (to leap suddenly),verb,ನೆಗೆ / ಜಿಗಿ,intransitive,b2
8069,"to spring (to arise, emerge suddenly)",verb,ಉದ್ಭವಿಸು / ಮೂಡಿಬರು,intransitive,b2
8070,spy,noun,ಗೂಢಚಾರ / ಬೇಹುಗಾರ,N/A,c1
8071,to spy (catch sight of),verb,ಕಾಣು / ಗುರುತಿಸು,transitive,c1
8072,"squad (military, police unit)",noun,ದಳ / ತುಕಡಿ / ಪಡೆ,N/A,c1
8073,squad (sports team),noun,ತಂಡ / ಬಳಗ,N/A,c1
8074,square,adjective,ಚೌಕದ / ಚೌಕಾಕಾರದ,N/A,a2
8075,square (shape),noun,ಚೌಕ / ಚೌಕಾಕೃತಿ,N/A,a2
8076,square (public plaza),noun,ಚೌಕ / ಮೈದಾನ,N/A,a2
8077,"to squeeze (to extract juice, liquid)",verb,ಹಿಂಡು / ಹಿಚುಕು,transitive,c1
8078,to squeeze (to fit tightly into a space),verb,ತುರುಕು / ತೂರಿಸು,transitive,c1
8079,to squeeze (to embrace tightly),verb,ಗಟ್ಟಿಯಾಗಿ ತಬ್ಬು / ಅಪ್ಪಿಕೊ,transitive,c1
8080,to stab (of pain),verb,ಚುಚ್ಚಿದ ಹಾಗೆ ನೋವಾಗು / ಚುಚ್ಚು ನೋವು ಬರು,intransitive,c1
8081,stability,noun,ಸ್ಥಿರತೆ / ದೃಢತೆ,N/A,c1
8082,to stabilize (to make steady or firm),verb,ಸ್ಥಿರಗೊಳಿಸು / ದೃಢಗೊಳಿಸು,transitive,c1
8083,to stabilize (to become steady),verb,ಸ್ಥಿರವಾಗು / ದೃಢವಾಗು,intransitive,c1
8084,stable (physically fixed or consistent),adjective,ಸ್ಥಿರವಾದ / ದೃಢವಾದ,N/A,b2
8085,stable (mentally balanced or medically sound),adjective,ಸ್ಥಿರವಾದ / ಸಮತೋಲಿತ,N/A,b2
8086,"stadium (sports ground, venue)",noun,ಕ್ರೀಡಾಂಗಣ / ಕ್ರೀಡಾ ಸ್ಥಳ,N/A,b1
8087,staff (employees),noun,ಸಿಬ್ಬಂದಿ / ನೌಕರರು,N/A,b1
8088,staff (walking stick),noun,ದಂಡ / ಕೋಲು,N/A,b1
8089,stage (platform),noun,ವೇದಿಕೆ / ರಂಗ,N/A,a2
8090,stage (phase),noun,ಹಂತ / ಘಟ್ಟ,N/A,a2
8091,"to stage (a play, performance)",verb,ಪ್ರದರ್ಶಿಸು / ಆಯೋಜಿಸು,transitive,b2
8092,"to stage (a protest, an event)",verb,ಆಯೋಜಿಸು / ಏರ್ಪಡಿಸು,transitive,b2
8093,"stair (single step, tread)",noun,ಮೆಟ್ಟಿಲು / ಸೋಪಾನ,N/A,a2
8094,"stair (flight, staircase)",noun,ಮೆಟ್ಟಿಲು / ಮೆಟ್ಟಿಲು ಸಾಲು,N/A,a2
8095,stake (financial interest or share),noun,ಪಾಲು / ಹೂಡಿಕೆ / ಪಾಲಂಶ,N/A,c1
8096,stake (wooden post),noun,ಗೂಟ / ಕಂಬ,N/A,c1
8097,stall (market booth),noun,ಸ್ಟಾಲ್ / ಮಳಿಗೆ,N/A,b2
8098,stall (animal enclosure),noun,ಪ್ರಾಣಿ ಕೊಟ್ಟಿಗೆ / ಕೊಟ್ಟಿಗೆ,N/A,b2
8099,stamp (postage item),noun,ಅಂಚೆ ಚೀಟಿ / ಸ್ಟಾಂಪ್,N/A,a2
8100,stamp (official seal or mark),noun,ಮುದ್ರೆ / ಅಚ್ಚು,N/A,a2
8101,"stance (opinion, position)",noun,ನಿಲುವು / ಧೋರಣೆ / ಅಭಿಪ್ರಾಯ,N/A,b2
8102,stance (physical posture),noun,ಭಂಗಿ / ನಿಲುವು,N/A,b2
8103,"stand (physical support, base)",noun,ಆಧಾರ / ನಿಲುವರಿ / ಪೀಠ,N/A,b2
8104,"stand (position, opinion)",noun,ನಿಲುವು / ಧೋರಣೆ / ಅಭಿಪ್ರಾಯ,N/A,b2
8105,"stand (market stall, booth)",noun,ಸ್ಟಾಲ್ / ಮಳಿಗೆ / ಅಂಗಡಿ,N/A,b2
8106,"to stand (to tolerate, bear)",verb,ಸಹಿಸು / ತಾಳು / ಭರಿಸು,transitive,a2
8107,"standard (typical, ordinary)",adjective,ಸಾಮಾನ್ಯ / ಸಾಂಪ್ರದಾಯಿಕ,N/A,b1
8108,"standard (conforming to quality, official measure)",adjective,ಪ್ರಮಾಣಿತ / ಗುಣಮಟ್ಟದ / ನಿರ್ಧಾರಿತ,N/A,b1
8109,"standard (flag, banner)",noun,ಧ್ವಜ / ಬಾವುಟ / ಪತಾಕೆ,N/A,b1
8110,standing (permanent),adjective,ಖಾಯಂ / ಶಾಶ್ವತ / ಸ್ಥಿರ,N/A,c1
8111,"star (celebrity, performer)",noun,ಸ್ಟಾರ್ / ತಾರೆ / ಪ್ರಸಿದ್ಧ ವ್ಯಕ್ತಿ,N/A,a1
8112,to star (in a film or show),verb,ಮುಖ್ಯಪಾತ್ರ ಮಾಡು / ಪ್ರಧಾನ ಪಾತ್ರ ವಹಿಸು / ನಾಯಕನಾಗಿ ನಟಿಸು,transitive,a2
8113,to be the lead actor,verb,ಪ್ರಧಾನ ನಟಿಸು / ಮುಖ್ಯ ನಟನಾಗಿರು,transitive,a2
8114,"to stare (rudely, glare)",verb,ಗುರಾಯಿಸು / ಕೋಪದಿಂದ ನೋಡು,N/A,b2
8115,"to stare (fixedly, neutrally)",verb,ಗದ್ದಗೆನೋಡು / ನಿಟ್ಟಿಸಿ ನೋಡು,N/A,b2
8116,to stare (in amazement),verb,ಕಣ್ಣುಬಿಟ್ಟು ನೋಡು / ಆಶ್ಚರ್ಯದಿಂದ ನೋಡು,N/A,b2
8117,"stark (bare, severely simple)",adjective,ನಗ್ನ / ಬರಿದಾದ / ಸರಳವಾದ,N/A,c1
8118,"stark (severely simple, unornamented)",adjective,ಅತಿ ಸರಳವಾದ / ಅಲಂಕಾರರಹಿತ / ಸರಳ,N/A,c1
8119,"stark (absolute, harsh)",adjective,ಕಟ್ಟನಿಷ್ಠುರ / ಕಠಿಣ / ಪೂರ್ಣ,N/A,c1
8120,"stark (unpleasantly clear, absolute truth)",adjective,ಸ್ಪಷ್ಟವಾದ ಸತ್ಯದ / ಕಟು ಸತ್ಯದ / ನಗ್ನ ಸತ್ಯದ,N/A,c1
8121,start,noun,ಪ್ರಾರಂಭ / ಶುರುವಾತು / ಆರಂಭ / ಮೊದಲು,N/A,a2
8122,to start (to initiate an action),verb,ಶುರು ಮಾಡು / ಪ್ರಾರಂಭಿಸು / ಆರಂಭಿಸು,transitive,a1
8123,"to start (to begin, process starts)",verb,ಶುರುವಾಗು / ಪ್ರಾರಂಭವಾಗು / ಆರಂಭವಾಗು,intransitive,a1
8124,"to start (to be startled, frightened)",verb,ದೆಚ್ಚು / ಚಕಿತವಾಗು / ಹೆದರು,N/A,a1
8125,to be startled,verb,ಚಕಿತವಾಗು / ಆಶ್ಚರ್ಯವಾಗು / ಆಘಾತವಾಗು,N/A,a1
8126,to starve (intransitive: suffer hunger),verb,ತೀವ್ರ ಹಸಿವಾಗು / ಹಸಿವಿನಿಂದ ಬಳಲು,intransitive,b2
8127,to die of starvation,verb,ಹಸಿವಿನಿಂದ ಸಾಯು / ಉಪವಾಸದಿಂದ ಸಾಯು,intransitive,b2
8128,to starve (transitive: cause hunger),verb,ಹಸಿವಿನಿಂದ ಸಾಯಿಸು / ಉಪವಾಸದಿಂದ ಸಾಯಿಸು,transitive,b2
8129,to starve (figurative: deprive of resources),verb,ಸಂಪನ್ಮೂಲಗಳನ್ನು ತಡೆ / ಸಂಪನ್ಮೂಲಗಳಿಂದ ವಂಚಿಸು,transitive,c1
8130,to starve (deprive of funds),verb,ಹಣಕಾಸನ್ನು ನಿಲ್ಲಿಸು / ಹಣಕಾಸು ತಡೆಹಿಡಿ,transitive,c1
8131,state,adjective,ರಾಜ್ಯದ / ಸರ್ಕಾರಿ / ರಾಷ್ಟ್ರೀಯ,N/A,b1
8132,"state (condition, status)",noun,ಸ್ಥಿತಿ / ಪರಿಸ್ಥಿತಿ / ಅವಸ್ಥೆ,N/A,a2
8133,state (political entity),noun,ರಾಜ್ಯ / ದೇಶ / ಸರ್ಕಾರ,N/A,a2
8134,to state (to say),verb,ಹೇಳು / ತಿಳಿಸು / ನುಡಿ,transitive,b1
8135,to state (to declare formally),verb,ಘೋಷಿಸು / ಪ್ರಕಟಿಸು / ತಿಳಿಸು / ಉದ್ಘೋಷಿಸು,transitive,b1
8136,statement (formal document),noun,ಹೇಳಿಕೆ / ವರದಿ / ಪ್ರಕಟಣೆ / ದಾಖಲೆ,N/A,a2
8137,station (police),noun,ಠಾಣೆ / ಪೋಲೀಸ್ ಠಾಣೆ,N/A,a1
8138,statistics (field of study),noun,ಸಂಖ್ಯಾಶಾಸ್ತ್ರ / ಅಂಕಿಅಂಶ ವಿಜ್ಞಾನ,N/A,b1
8139,statistical,adjective,ಸಂಖ್ಯಾಶಾಸ್ತ್ರೀಯ / ಅಂಕಿಅಂಶಗಳ,N/A,c1
8140,statue (likeness or monument),noun,ಪ್ರತಿಮೆ / ಮೂರ್ತಿ / ಶಿಲ್ಪ,N/A,b1
8141,status (social rank),noun,ಸ್ಥಾನಮಾನ / ಗೌರವ / ಮರ್ಯಾದೆ,N/A,b2
8142,status (condition or state),noun,ಸ್ಥಿತಿ / ಪರಿಸ್ಥಿತಿ / ಅವಸ್ಥೆ,N/A,b2
8143,stay,noun,ವಾಸ್ತವ್ಯ / ನೆಲೆ / ವಾಸ,N/A,a2
8144,"to stay (lodge, reside)",verb,ವಾಸಿಸು / ಇರು / ನೆಲೆಸು,intransitive,a1
8145,to stay (remain in place),verb,ಇರು / ನಿಲ್ಲು / ಉಳಿದುಕೊಳ್ಳು,intransitive,a1
8146,"steadily (continuously, at a consistent pace)",adverb,ನಿರಂತರವಾಗಿ / ಸತತವಾಗಿ / ಕ್ರಮಬದ್ಧವಾಗಿ,N/A,b2
8147,"steadily (firmly, without shaking)",adverb,ಸ್ಥಿರವಾಗಿ / ದೃಢವಾಗಿ / ಅಚಲವಾಗಿ,N/A,b2
8148,"steady (stable, not shaking)",adjective,ಸ್ಥಿರವಾದ / ದೃಢವಾದ / ಅಚಲವಾದ,N/A,b2
8149,"steady (continuous, regular)",adjective,ನಿರಂತರವಾದ / ಸತತವಾದ / ಕ್ರಮಬದ್ಧವಾದ,N/A,b2
8150,to steal,verb,ಕದಿ / ಕಳ್ಳತನ ಮಾಡು / ಅಪಹರಿಸು,transitive,a2
8151,steam (power or vigor),noun,ಶಕ್ತಿ / ಹುರುಪು / ಉತ್ಸಾಹ,N/A,b2
8152,steel,noun,ಉಕ್ಕು,N/A,b2
8153,"steep (slope, incline)",adjective,ಕಡಿದಾದ,N/A,b2
8154,"steep (price, cost)",adjective,ದುಬಾರಿ / ಹೆಚ್ಚು ಬೆಲೆಯ,N/A,b2
8155,"to steer (vehicle, vessel)",verb,ನಿಯಂತ್ರಿಸು / ಚಲಾಯಿಸು / ಮುನ್ನಡೆಸು,transitive,c1
8156,to steer (guide abstractly),verb,ನಿರ್ದೇಶಿಸು / ಮಾರ್ಗದರ್ಶನ ಮಾಡು / ಮುನ್ನಡೆಸು,transitive,c1
8157,stem (plant part),noun,ಕಾಂಡ,N/A,c1
8158,stem (linguistic root),noun,ಮೂಲರೂಪ / ಧಾತು,N/A,c1
8159,"to stem (to stop the flow, advance)",verb,ತಡೆ / ನಿಲ್ಲಿಸು / ಪ್ರತಿಬಂಧಿಸು,transitive,c1
8160,to stem (to originate from),verb,ಉದ್ಭವಿಸು / ಹುಟ್ಟು / ಮೂಲವಾಗಿರು,intransitive,c1
8161,"step (stair, riser)",noun,ಮೆಟ್ಟಿಲು,N/A,a2
8162,step (in a process),noun,ಹಂತ / ಕ್ರಮ / ಹೆಜ್ಜೆ,N/A,a2
8163,"to step (to place the foot on, apply pressure)",verb,ತುಳಿ / ಕಾಲಿಡು / ಹೆಜ್ಜೆಯಿಡು,transitive,b2
8164,to step (to intervene or take action),verb,ಕ್ರಮ ಕೈಗೊಳ್ಳು / ಮಧ್ಯಪ್ರವೇಶಿಸು / ಕಾರ್ಯಪ್ರವೃತ್ತನಾಗು,intransitive,b2
8165,to stereotype,verb,ಸ್ಟೀರಿಯೋಟೈಪ್ ಮಾಡು / ಪೂರ್ವಗ್ರಹ ಪೀಡಿತನಾಗು,transitive,c1
8166,stick (cane),noun,ಊರುಗೋಲು / ಕೋಲು / ದಂಡ,N/A,b1
8167,"to stick (to adhere, to glue)",verb,ಅಂಟಿಸು,transitive,b1
8168,"to stick (to poke, to thrust)",verb,ಚುಚ್ಚು / ತಿವಿದು,transitive,b1
8169,to stick (to become trapped),verb,ಸಿಕ್ಕಿಹಾಕಿಕೊ / ಸಿಲುಕು,intransitive,b1
8170,"sticky (situation, problem)",adjective,ಜಟಿಲವಾದ / ಕಷ್ಟಕರವಾದ / ಸಂಕೀರ್ಣವಾದ,N/A,b2
8171,"sticky (weather, air)",adjective,ಸೆಕೆಯ / ಆರ್ದ್ರವಾದ,N/A,b2
8172,"stiff (rigid, not flexible)",adjective,ಗಡುಸಾದ / ದೃಢವಾದ / ಕಠಿಣವಾದ,N/A,b2
8173,stiff (painful movement),adjective,ಬಿಗಿಯಾದ / ನೋವಿನಿಂದ ಕೂಡಿದ / ಸೆಳೆತದ,N/A,b2
8174,"stiff (formal, unrelaxed)",adjective,ಬಿಗುವಿನ / ಔಪಚಾರಿಕವಾದ / ಕಠಿಣವಾದ,N/A,b2
8175,still,adjective,ನಿಶ್ಚಲವಾದ / ಸ್ಥಿರವಾದ / ಚಲನರಹಿತವಾದ,N/A,b1
8176,still (continuing up to now),adverb,ಇನ್ನೂ / ಈಗಲೂ,N/A,a1
8177,"still (nevertheless, despite)",adverb,ಆದರೂ / ಹಾಗಿದ್ದರೂ / ಅಷ್ಟಾದರೂ,N/A,a1
8178,to stimulate (to excite interest or thought),verb,ಪ್ರಚೋದಿಸು / ಕೆರಳಿಸು / ಪ್ರೇರೇಪಿಸು,transitive,b2
8179,to stimulate (to encourage growth or function),verb,ಉತ್ತೇಜಿಸು / ಪ್ರೋತ್ಸಾಹಿಸು / ವೃದ್ಧಿಸು,transitive,b2
8180,"stimulus (biological, psychological trigger)",noun,ಪ್ರಚೋದನೆ / ಪ್ರೇರಣೆ / ಪ್ರಚೋದಕ,N/A,c1
8181,"stimulus (economic incentive, boost)",noun,ಉತ್ತೇಜನ / ಪ್ರೋತ್ಸಾಹ / ಪ್ರೇರಣೆ,N/A,c1
8182,"to stir (mix food, liquid)",verb,ಕಲಿಸು / ಕದಡು / ಮಿಶ್ರಣ ಮಾಡು,transitive,c1
8183,"to stir (arouse feelings, action)",verb,ಪ್ರಚೋದಿಸು / ಕೆರಳಿಸು / ಪ್ರೇರೇಪಿಸು,transitive,c1
8184,stock (inventory),noun,ದಾಸ್ತಾನು / ಸಂಗ್ರಹ / ಸರಕು,N/A,b2
8185,stock (shares),noun,ಷೇರು / ಪಾಲು / ಬಂಡವಾಳ,N/A,b2
8186,stock (broth),noun,ಸಾರು / ರಸ,N/A,b2
8187,stomach,noun,ಹೊಟ್ಟೆ / ಉದರ,N/A,a2
8188,"stone (gem, jewel)",noun,ರತ್ನ / ಮಣಿ,N/A,a2
8189,stone (fruit pit),noun,ಗೊರಟೆ / ಬೀಜ,N/A,a2
8190,stop (location),noun,ನಿಲ್ದಾಣ / ನಿಲುಗಡೆ ಸ್ಥಳ,N/A,a1
8191,stop (cessation),noun,ನಿಲುಗಡೆ / ವಿರಾಮ / ಅಂತ್ಯ,N/A,a1
8192,to stop (something),verb,ನಿಲ್ಲಿಸು / ತಡೆ / ನಿವಾರಿಸು,transitive,a1
8193,to stop (moving),verb,ನಿಲ್ಲು / ನಿಂತುಕೊಳ್ಳು,intransitive,a1
8194,"storage (location, warehouse)",noun,ದಾಸ್ತಾನು / ಗೋದಾಮು / ಸಂಗ್ರಹಾಗಾರ,N/A,c1
8195,"storage (data, computer memory)",noun,ಸಂಗ್ರಹಣೆ / ಮೆಮೊರಿ / ದಾಸ್ತಾನು,N/A,c1
8196,store (retail shop),noun,ಅಂಗಡಿ / ಮಳಿಗೆ / ದುಕಾನ್,N/A,a2
8197,"store (supply, stock)",noun,ದಾಸ್ತಾನು / ಸಂಗ್ರಹ / ಸರಕು,N/A,a2
8198,to store (accumulate resources),verb,ಶೇಖರಣೆ ಮಾಡು / ಸಂಗ್ರಹಿಸು / ದಾಸ್ತಾನು ಮಾಡು,transitive,b1
8199,to store (digital data),verb,ಸಂಗ್ರಹಿಸು / ಸೇವ್ ಮಾಡು / ಶೇಖರಿಸು,transitive,b1
8202,"straight (honest, truthful)",adjective,ಪ್ರಾಮಾಣಿಕವಾದ / ನೇರವಾದ / ಸತ್ಯವಾದ,N/A,a2
8235,strike (discovery),noun,ಪತ್ತೆ / ಆವಿಷ್ಕಾರ / ಯಶಸ್ವಿ ಪತ್ತೆ,N/A,b2
8247,"to scrape off (paint, finish)",verb,ಕೆರೆದು ಹಾಕು / ಬುರಿದು ಹಾಕು / ಉಜ್ಜಿ ತೆಗೆ,transitive,c1
8250,"stroke (gentle touch, caress)",noun,ಸಾವರಿಕೆ / ನೇವರಿಕೆ / ಸ್ಪರ್ಶ,N/A,b2
8251,stroke (swimming style),noun,ಈಜು ಶೈಲಿ / ಈಜುವ ರೀತಿ,N/A,b2
8252,strong (physically powerful),adjective,ಬಲವಾದ / ಶಕ್ತಿಶಾಲಿ / ದೃಢಕಾಯದ,N/A,a1
8253,"strong (intense flavor, smell)",adjective,ತೀವ್ರ / ಗಾಢ / ಪ್ರಬಲ,N/A,a1
8254,strong (flavor),adjective,ಗಟ್ಟಿ ರುಚಿ / ಕಟು ರುಚಿ / ತೀಕ್ಷ್ಣ ರುಚಿ,N/A,a1
8255,"strong (durable, well-built)",adjective,ಗಟ್ಟಿ / ದೃಢ / ಭದ್ರ / ಬಾಳಿಕೆ ಬರುವ,N/A,a1
8256,"strongly (firmly, holding an opinion)",adverb,ದೃಢವಾಗಿ / ಖಚಿತವಾಗಿ / ಗಟ್ಟಿಯಾಗಿ,N/A,b1
8257,"strongly (intensely, powerfully)",adverb,ತೀವ್ರವಾಗಿ / ಪ್ರಬಲವಾಗಿ / ಶಕ್ತಿಯುತವಾಗಿ,N/A,b2
8258,structural,adjective,ರಚನಾತ್ಮಕ / ಆಧಾರಭೂತ,N/A,c1
8259,structure (physical building),noun,ಕಟ್ಟಣ / ಕಟ್ಟಡ / ನಿರ್ಮಾಣ,N/A,a2
8260,"structure (organization, arrangement)",noun,ರಚನೆ / ವಿನ್ಯಾಸ / ವ್ಯವಸ್ಥೆ,N/A,a2
8261,to structure,verb,ರಚಿಸು / ರೂಪಿಸು / ವ್ಯವಸ್ಥೆಗೊಳಿಸು,transitive,b2
8262,struggle (conflict or battle),noun,ಹೋರಾಟ / ಸಂಘರ್ಷ / ಯುದ್ಧ,N/A,b2
8263,struggle (hardship or difficulty),noun,ಕಷ್ಟ / ಸಂಕಟ / ತೊಂದರೆ / ಪ್ರಯಾಸ,N/A,b2
8264,to struggle (to cope with difficulty or hardship),verb,ಕಷ್ಟಪಡು / ಪ್ರಯಾಸಪಡು / ಹೆಣಗಾಡು,intransitive,b2
8265,to struggle (to fight physically),verb,ಹೋರಾಡು / ಸೆಣಸಾಡು / ಕಾದಾಡು,intransitive,b2
8266,student (female),noun,ವಿದ್ಯಾರ್ಥಿನಿ / ಶಿಷ್ಯೆ,N/A,a1
8267,studio (apartment),noun,ಸ್ಟುಡಿಯೋ,N/A,b1
8268,study (process of learning),noun,ಅಧ್ಯಯನ / ಕಲಿಕೆ / ಪಾಠ,N/A,a1
8269,study (room),noun,ಅಧ್ಯಯನ ಕೊಠಡಿ / ಓದುವ ಕೋಣೆ,N/A,a1
8270,to study (examine closely),verb,ಪರಿಶೀಲಿಸು / ವಿಶ್ಲೇಷಿಸು / ಪರೀಕ್ಷಿಸು,transitive,b1
8271,to study (academic),verb,ಓದು / ಅಧ್ಯಯನ ಮಾಡು / ಕಲಿ,transitive,a1
8272,"stuff (general belongings, things)",noun,ಸಾಮಾನು / ವಸ್ತುಗಳು / ಸರಕು,N/A,b1
8273,stuff (material or substance),noun,ಪದಾರ್ಥ / ವಸ್ತು / ದ್ರವ್ಯ,N/A,b1
8274,to stuff (to pack tightly),verb,ಒತ್ತಿ ತುಂಬಿಸು / ತುರುಕು / ತುಂಬು,transitive,b2
8275,to stuff (to fill food item),verb,ತುಂಬು / ತುಂಬಿಸು / ಹೂರಣ ತುಂಬು,transitive,b2
8276,to stumble (physically trip),verb,ಎಡವು / ಎಡವಿ ಬೀಳು / ಕಾಲು ಜಾರು,intransitive,c1
8277,to stumble (make an error; hesitate),verb,ತಡವರಿಸು / ತೊದಲು / ಎಡವು,intransitive,c1
8278,"to stun (to daze, knock out)",verb,ತಬ್ಬಿಬ್ಬು ಮಾಡು / ದಿಗ್ಭ್ರಮೆಗೊಳಿಸು / ಮೂರ್ಛೆ ಹೋಗುವಂತೆ ಮಾಡು,transitive,c1
8279,"to stun (to astonish, amaze)",verb,ಬೆರಗುಗೊಳಿಸು / ವಿಸ್ಮಯಗೊಳಿಸು / ಆಶ್ಚರ್ಯಗೊಳಿಸು,transitive,c1
8280,"stunning (very beautiful, impressive)",adjective,ಅದ್ಭುತ / ಮನಮೋಹಕ / ಅತಿ ಸುಂದರ / ಆಕರ್ಷಕ,N/A,b2
8281,"stunning (shocking, surprising)",adjective,ದಿಗ್ಭ್ರಮೆಗೊಳಿಸುವ / ಆಘಾತಕಾರಿ / ಆಶ್ಚರ್ಯಕರ / ಬೆರಗುಗೊಳಿಸುವ,N/A,b2
8282,"stupid (person, harsh insult)",adjective,ಮೂರ್ಖ / ದಡ್ಡ / ಬುದ್ಧಿಹೀನ,N/A,a2
8283,"stupid (foolish, silly action)",adjective,ಮೂರ್ಖತನದ / ದಡ್ಡತನದ / ಅಸಂಬದ್ಧ,N/A,a2
8284,"style (manner, technique)",noun,ಶೈಲಿ / ರೀತಿ / ವಿಧಾನ,N/A,a1
8285,"style (fashion, flair)",noun,ಶೈಲಿ / ಫ್ಯಾಷನ್ / ಸೊಗಸು,N/A,a1
8286,"subject (topic, theme)",noun,ವಿಷಯ / ಪ್ರಸಂಗ / ವಸ್ತು,N/A,b2
8287,"to subject (to expose to, to impose)",verb,ಒಳಪಡಿಸು / ಅಧೀನಗೊಳಿಸು / ಒಡ್ಡಿಸು,transitive,b2
8288,"subject (liable to, contingent)",adjective,ಒಳಪಟ್ಟಿರುವ / ಅಧೀನವಾದ / ಒಳಪಡುವ,N/A,b2
8289,subject (academic topic),noun,ವಿಷಯ / ಪಾಠ / ಅಧ್ಯಯನ ವಿಷಯ,N/A,a1
8290,subject (person under authority),noun,ಪ್ರಜೆ / ನಾಗರಿಕ / ಅಧೀನ ವ್ಯಕ್ತಿ,N/A,a1
8291,submission (document),noun,ಸಲ್ಲಿಕೆ / ಅರ್ಜಿ / ಪ್ರಸ್ತಾವನೆ,N/A,c1
